event_key,event_date,event_time,event_first_player,first_player_key,event_second_player,second_player_key,event_final_result,event_game_result,event_serve,event_winner,event_status,event_type_type,tournament_name,tournament_key,tournament_round,tournament_season,event_live,event_first_player_logo,event_second_player_logo,event_qualification,download_time
12025251,2025-04-05,11:10,J. Munar,2083,D. Altmaier,1099,1 - 2,-,,Second Player,Finished,Atp Singles,Monte Carlo,1970,Monte Carlo - Semi-finals,2025,0,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,True,2026-01-11 16:03:56
11860214,2023-05-02,11:10,J. Munar,2083,D. Altmaier,1099,0 - 2,-,,Second Player,Finished,Atp Singles,ATP Madrid,2004,ATP Madrid - 1/8-finals,2023,0,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,False,2026-01-11 16:03:56
11719437,2022-05-22,11:10,D. Altmaier,1099,J. Munar,2083,1 - 3,-,,Second Player,Finished,Atp Singles,French Open,2155,French Open - 1/64-finals,2022,0,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,,2026-01-11 16:03:56
