place,player,player_key,league,movement,country,points,download_time
1166,Olga Danilova,64779.0,WTA,same,Cyprus,12,2026-02-14 02:29:48
1168,Fabienne Gettwart,14243.0,WTA,same,Germany,12,2026-02-14 02:29:48
1169,Elizabeth Coleman,9239.0,WTA,same,USA,12,2026-02-14 02:29:48
1169,Malkia Menguene,,WTA,same,USA,12,2026-02-14 02:29:48
1171,Liel Rothensteiner,49347.0,WTA,same,Austria,12,2026-02-14 02:29:48
1172,Anri Nagata,13621.0,WTA,same,Japan,12,2026-02-14 02:29:48
1173,Nana Kawagishi,13071.0,WTA,same,Japan,12,2026-02-14 02:29:48
1174,Rachael Smith,7919.0,WTA,same,USA,12,2026-02-14 02:29:48
1175,Marian Gomez Pezuela Cano,2556.0,WTA,same,Mexico,11,2026-02-14 02:29:48
1176,Leticia Garcia Vidal,57688.0,WTA,same,Brazil,11,2026-02-14 02:29:48
1177,Aoi Ide,82980.0,WTA,same,Japan,11,2026-02-14 02:29:48
1178,Nao Nishino,58203.0,WTA,same,Japan,11,2026-02-14 02:29:48
1179,Tereza Krejcova,73864.0,WTA,same,Czech Republic,11,2026-02-14 02:29:48
1180,Mouna Bouzgarrou,23295.0,WTA,same,Tunisia,11,2026-02-14 02:29:48
1181,Zoe Hitt,20874.0,WTA,same,USA,11,2026-02-14 02:29:48
1182,Kseniia Ruchkina,90809.0,WTA,same,World,11,2026-02-14 02:29:48
1183,Chukwumelije Clarke,,WTA,same,USA,11,2026-02-14 02:29:48
1184,Alisa Kummel,14558.0,WTA,same,World,11,2026-02-14 02:29:48
1184,Klara Kosan,11728.0,WTA,same,USA,11,2026-02-14 02:29:48
1184,Rinon Okuwaki,39116.0,WTA,same,Japan,11,2026-02-14 02:29:48
1187,Georgina Groth,74171.0,WTA,same,Germany,11,2026-02-14 02:29:48
1188,Milana Maslenkova,7030.0,WTA,same,Uzbekistan,11,2026-02-14 02:29:48
1189,Paola Lopez,60664.0,WTA,same,USA,11,2026-02-14 02:29:48
1190,Nina Radovanovic,13073.0,WTA,same,France,11,2026-02-14 02:29:48
1191,Barbara Straszewska,73134.0,WTA,up,Poland,11,2026-02-14 02:29:48
1192,Esina Samardzic Ayline,9335.0,WTA,up,Switzerland,11,2026-02-14 02:29:48
1192,Maayan Laron,83613.0,WTA,up,Israel,11,2026-02-14 02:29:48
1192,Katarina Kujovic,83338.0,WTA,down,Belgium,11,2026-02-14 02:29:48
1192,Isabella Svahn,40199.0,WTA,up,Sweden,11,2026-02-14 02:29:48
1192,Sofia Martianova,74763.0,WTA,up,World,11,2026-02-14 02:29:48
1197,Alisa Danilova,87011.0,WTA,up,World,11,2026-02-14 02:29:48
1198,Emma Slavikova,61722.0,WTA,up,Czech Republic,11,2026-02-14 02:29:48
1198,Lourdes Ayala,24413.0,WTA,up,Argentina,11,2026-02-14 02:29:48
1200,Natalia Krockova,40725.0,WTA,up,Slovakia,11,2026-02-14 02:29:48
1201,Maria Oliver Sanchez,38007.0,WTA,up,Spain,11,2026-02-14 02:29:48
1202,Sara Lanca,94.0,WTA,up,Portugal,10,2026-02-14 02:29:48
1203,Ying Xun Fang,1379.0,WTA,up,China,10,2026-02-14 02:29:48
1204,Min Liu,4581.0,WTA,up,China,10,2026-02-14 02:29:48
1205,Thessy Ntondele Zinga,18142.0,WTA,up,France,10,2026-02-14 02:29:48
1206,Piper Charney,58202.0,WTA,up,USA,10,2026-02-14 02:29:48
1207,Warona Mdlulwa,13355.0,WTA,up,South Africa,10,2026-02-14 02:29:48
1207,Cristina Ramos Sierra,64791.0,WTA,up,Spain,10,2026-02-14 02:29:48
1207,Celia Anson Sanchez,58397.0,WTA,up,Spain,10,2026-02-14 02:29:48
1210,Emily Sartz-Lunde,73865.0,WTA,up,Norway,10,2026-02-14 02:29:48
1210,Patricia Bejenaru Karola,20152.0,WTA,up,Romania,10,2026-02-14 02:29:48
1212,Karolina Mrazikova,51003.0,WTA,up,Slovakia,10,2026-02-14 02:29:48
1212,Lucrezia Musetti,73781.0,WTA,up,Italy,10,2026-02-14 02:29:48
1214,Pauline Payet,7307.0,WTA,up,France,10,2026-02-14 02:29:48
1215,Alessia Monteleone Giulia,75456.0,WTA,up,Italy,10,2026-02-14 02:29:48
1216,Sofia Johnson,91151.0,WTA,up,United Kingdom,10,2026-02-14 02:29:48
1217,Ciara Moore,55154.0,WTA,up,United Kingdom,10,2026-02-14 02:29:48
1218,Sofia Cohen Perovani,2264.0,WTA,up,Brazil,10,2026-02-14 02:29:48
1219,Sofia Suslova,90177.0,WTA,up,World,10,2026-02-14 02:29:48
1219,Kaede Usui,75546.0,WTA,up,USA,10,2026-02-14 02:29:48
1219,Lexue Xiao,31666.0,WTA,up,China,10,2026-02-14 02:29:48
1219,Jiho Shin,3130.0,WTA,up,South Korea,10,2026-02-14 02:29:48
1223,Rosa Dourado Zimermman Jennifer,24284.0,WTA,down,Brazil,10,2026-02-14 02:29:48
1224,Milla Sequeira,38914.0,WTA,down,Portugal,10,2026-02-14 02:29:48
1224,Dia Evtimova,1341.0,WTA,down,Bulgaria,10,2026-02-14 02:29:48
1224,Liu Yuhan,90141.0,WTA,down,China,10,2026-02-14 02:29:48
1227,Francesca Dell'Edera,17.0,WTA,up,Italy,10,2026-02-14 02:29:48
1227,Francesca Gandolfi,61315.0,WTA,up,Italy,10,2026-02-14 02:29:48
1227,Maria Mikhaylova,38938.0,WTA,up,World,10,2026-02-14 02:29:48
1227,Jasmine Conway,9401.0,WTA,up,United Kingdom,10,2026-02-14 02:29:48
1227,Kanon Sawashiro,50791.0,WTA,up,Japan,10,2026-02-14 02:29:48
1232,Anna Tabunshchyk,80336.0,WTA,same,Canada,10,2026-02-14 02:29:48
1233,Victoria Gobbi Monllau Ana,6241.0,WTA,same,Argentina,10,2026-02-14 02:29:48
1234,Giovanna Giessler Elena,29352.0,WTA,same,Germany,10,2026-02-14 02:29:48
1235,Laura Boehner,15846.0,WTA,same,Germany,10,2026-02-14 02:29:48
1235,Tanisha Kashyap,40820.0,WTA,same,India,10,2026-02-14 02:29:48
1237,Summer Yardley,58641.0,WTA,same,United Kingdom,10,2026-02-14 02:29:48
1238,Melis Rasim,75050.0,WTA,up,Bulgaria,10,2026-02-14 02:29:48
1239,Jose Sanchez Uribe Maria,3885.0,WTA,up,Colombia,9,2026-02-14 02:29:48
1240,Yana Morderger,1830.0,WTA,up,Germany,9,2026-02-14 02:29:48
1241,Shuo Feng,9106.0,WTA,up,China,9,2026-02-14 02:29:48
1242,Smriti Bhasin,58.0,WTA,up,India,9,2026-02-14 02:29:48
1243,Carla Giambelli,85967.0,WTA,up,Italy,9,2026-02-14 02:29:48
1244,Anna Kmiecik,72749.0,WTA,up,Poland,9,2026-02-14 02:29:48
1244,Ariadna Garcia-Patron Canals,66137.0,WTA,up,Spain,9,2026-02-14 02:29:48
1244,Maria Garcia,38929.0,WTA,up,Portugal,9,2026-02-14 02:29:48
1244,Isabel Skoog,40792.0,WTA,up,Sweden,9,2026-02-14 02:29:48
1244,Sevil Yuldasheva,32.0,WTA,up,Uzbekistan,9,2026-02-14 02:29:48
1244,Saoirse Breen,52222.0,WTA,up,Fiji,9,2026-02-14 02:29:48
1250,Camila Markus,33851.0,WTA,up,Argentina,9,2026-02-14 02:29:48
1250,Kaur Sandhu Gurmanat,93944.0,WTA,down,Australia,9,2026-02-14 02:29:48
1252,Dusica Popovski,68680.0,WTA,up,Serbia,9,2026-02-14 02:29:48
1253,Kaat Coppez,66485.0,WTA,up,Belgium,9,2026-02-14 02:29:48
1253,Marcella Dessolis,53621.0,WTA,up,Italy,9,2026-02-14 02:29:48
1253,Pilar Beveraggi Lespiau,59522.0,WTA,up,Argentina,9,2026-02-14 02:29:48
1256,Lara Schmidt,,WTA,up,Germany,9,2026-02-14 02:29:48
1256,Ashmitha Easwaramurthi,99.0,WTA,up,India,9,2026-02-14 02:29:48
1258,Anastasiya Zaparyniuk,66833.0,WTA,up,Ukraine,9,2026-02-14 02:29:48
1258,Marie Desvignes Eva,52686.0,WTA,up,Singapore,9,2026-02-14 02:29:48
1258,Jeong Moon,24519.0,WTA,up,South Korea,9,2026-02-14 02:29:48
1258,Tamara Sramkova,65045.0,WTA,up,Slovakia,9,2026-02-14 02:29:48
1262,Soha Sadiq,13983.0,WTA,up,India,9,2026-02-14 02:29:48
1263,Polina Isakova,71279.0,WTA,up,Ukraine,9,2026-02-14 02:29:48
1263,Teodora Sava Ioana,54092.0,WTA,up,Romania,9,2026-02-14 02:29:48
1263,Daria Gorska,54024.0,WTA,up,Poland,9,2026-02-14 02:29:48
1266,Caterina Odorizzi,38949.0,WTA,up,Italy,9,2026-02-14 02:29:48
1266,Margaux Komano,17377.0,WTA,up,France,9,2026-02-14 02:29:48
1266,Mutsumi Uemura,81772.0,WTA,up,Japan,9,2026-02-14 02:29:48
1266,Viktoria Veleva,90855.0,WTA,up,Bulgaria,9,2026-02-14 02:29:48
1270,Lucia Llinares Domingo,15842.0,WTA,up,Spain,9,2026-02-14 02:29:48
1271,Anna Frey,53648.0,WTA,up,USA,8,2026-02-14 02:29:48
1272,Anna Dvorackova,81423.0,WTA,up,Czech Republic,8,2026-02-14 02:29:48
1273,Brenda Fruhvirtova,9532.0,WTA,down,Czech Republic,8,2026-02-14 02:29:48
1274,Brandelyn Fulgenzi,81647.0,WTA,up,USA,8,2026-02-14 02:29:48
1274,Mia Kupres,6702.0,WTA,up,Canada,8,2026-02-14 02:29:48
1274,Sera Nishimoto,65698.0,WTA,up,Japan,8,2026-02-14 02:29:48
1274,Tamara Kostic,38119.0,WTA,up,Austria,8,2026-02-14 02:29:48
1278,Kanako Morisaki,6933.0,WTA,up,Japan,8,2026-02-14 02:29:48
1279,Darta Feldmane Daniela,55584.0,WTA,up,Latvia,8,2026-02-14 02:29:48
1280,Olivia Bergler,15525.0,WTA,up,Poland,8,2026-02-14 02:29:48
1281,Vanessa Teiusanu,13543.0,WTA,up,Romania,8,2026-02-14 02:29:48
1281,Leilany Ipunesso,56269.0,WTA,up,New Caledonia,8,2026-02-14 02:29:48
1283,Klaudija Bubelyte,19431.0,WTA,up,Lithuania,8,2026-02-14 02:29:48
1283,Lucia Natal,69062.0,WTA,up,Spain,8,2026-02-14 02:29:48
1283,Ha Jang Soo,,WTA,up,South Korea,8,2026-02-14 02:29:48
1286,Maelys Bougrat,14109.0,WTA,up,France,8,2026-02-14 02:29:48
1287,Mariia Bergen,23.0,WTA,up,Ukraine,8,2026-02-14 02:29:48
1287,Jade Groen,85497.0,WTA,up,Netherlands,8,2026-02-14 02:29:48
1287,Charlotte Pikkaart,82542.0,WTA,up,Netherlands,8,2026-02-14 02:29:48
1290,Catarina Ibiaraba Melleiro,,WTA,up,Brazil,8,2026-02-14 02:29:48
1290,Danique Havermans,58611.0,WTA,up,Netherlands,8,2026-02-14 02:29:48
1290,Nicoleta Todoni Cristiana,68666.0,WTA,up,Romania,8,2026-02-14 02:29:48
1290,Laura Brunkel,56754.0,WTA,up,Denmark,8,2026-02-14 02:29:48
1290,Maddy Zampardo,82381.0,WTA,up,USA,8,2026-02-14 02:29:48
1290,Remika Ohashi,72037.0,WTA,up,Japan,8,2026-02-14 02:29:48
1296,Olivia Hansen Sarafina,29957.0,WTA,up,Denmark,8,2026-02-14 02:29:48
1297,Renee Alame,92109.0,WTA,up,Australia,7,2026-02-14 02:29:48
1298,Paula Ormaechea,1118.0,WTA,up,Argentina,7,2026-02-14 02:29:48
1299,Pietra Rivoli,51930.0,WTA,up,Brazil,7,2026-02-14 02:29:48
1300,Valeria Savinykh,1116.0,WTA,up,World,7,2026-02-14 02:29:48
1301,Saumya Vig,13980.0,WTA,down,India,7,2026-02-14 02:29:48
1302,Sophie Llewellyn,67444.0,WTA,up,USA,7,2026-02-14 02:29:48
1302,Yuka Hosoki,8723.0,WTA,up,Japan,7,2026-02-14 02:29:48
1302,Micol Salvadori,61356.0,WTA,up,Italy,7,2026-02-14 02:29:48
1302,Khrystyna Vozniak,20220.0,WTA,up,Ukraine,7,2026-02-14 02:29:48
1302,Jelena Cvijanovic,10919.0,WTA,up,Australia,7,2026-02-14 02:29:48
1302,Ida Johansson,40172.0,WTA,up,Sweden,7,2026-02-14 02:29:48
1302,Won Wi Hwui,18965.0,WTA,up,South Korea,7,2026-02-14 02:29:48
1302,Heidi Bulger,83548.0,WTA,up,USA,7,2026-02-14 02:29:48
1302,Seo Lee Gyeong,39108.0,WTA,up,South Korea,7,2026-02-14 02:29:48
1302,Elena Michel,78662.0,WTA,up,France,7,2026-02-14 02:29:48
1302,Camilla Bossi,38280.0,WTA,up,Brazil,7,2026-02-14 02:29:48
1302,Audrey Aulia,10931.0,WTA,up,Australia,7,2026-02-14 02:29:48
1314,Rianna Alame,63492.0,WTA,up,Australia,7,2026-02-14 02:29:48
1315,Oriana Gniewkowska,72916.0,WTA,up,Poland,7,2026-02-14 02:29:48
1315,Benedetta Ortenzi,1015.0,WTA,up,Italy,7,2026-02-14 02:29:48
1315,Danielle Daley,41.0,WTA,up,United Kingdom,7,2026-02-14 02:29:48
1315,Doga Turkmen,13028.0,WTA,up,Turkey,7,2026-02-14 02:29:48
1315,Heerae Im,38235.0,WTA,up,South Korea,7,2026-02-14 02:29:48
1315,Jiayu Xu,4141.0,WTA,up,China,7,2026-02-14 02:29:48
1321,Kenzie Nguyen,84317.0,WTA,up,USA,7,2026-02-14 02:29:48
1321,Julie Myatovic,49584.0,WTA,up,France,7,2026-02-14 02:29:48
1323,Isabel Adrover Gallego,20218.0,WTA,up,Spain,7,2026-02-14 02:29:48
1323,Avery Alexander,87957.0,WTA,up,Canada,7,2026-02-14 02:29:48
1325,Aya El Sayed,20520.0,WTA,up,Egypt,7,2026-02-14 02:29:48
1325,Anastasia Grechkina,35429.0,WTA,up,World,7,2026-02-14 02:29:48
1325,Elena Grekul,20909.0,WTA,up,Ukraine,7,2026-02-14 02:29:48
1325,Hania Abouelsaad,69486.0,WTA,up,Egypt,7,2026-02-14 02:29:48
1325,Honori Koyama,50995.0,WTA,up,Japan,7,2026-02-14 02:29:48
1325,Laura Cilekova,49791.0,WTA,up,Slovakia,7,2026-02-14 02:29:48
1325,Melissa Boyden,39056.0,WTA,up,Netherlands,7,2026-02-14 02:29:48
1325,Najah Dawson,72577.0,WTA,up,Jamaica,7,2026-02-14 02:29:48
1325,Ying Ruan Zi,67675.0,WTA,up,China,7,2026-02-14 02:29:48
1334,Mirjana Jovanovic,65091.0,WTA,up,Serbia,7,2026-02-14 02:29:48
1334,Lois Newberry,86840.0,WTA,up,United Kingdom,7,2026-02-14 02:29:48
1334,Carolina Nava Elkin Amanda,39505.0,WTA,up,Mexico,7,2026-02-14 02:29:48
1334,Beatris Spasova,1345.0,WTA,up,Bulgaria,7,2026-02-14 02:29:48
1338,Emily De Oliveira,75929.0,WTA,up,USA,7,2026-02-14 02:29:48
1338,Himari Sato,9092.0,WTA,up,Japan,7,2026-02-14 02:29:48
1340,Milena Ciocan,58750.0,WTA,up,France,7,2026-02-14 02:29:48
1340,Chiara Fornasieri,38893.0,WTA,up,Italy,7,2026-02-14 02:29:48
1340,Yuka Naito,475.0,WTA,down,Japan,7,2026-02-14 02:29:48
1340,Xichen Zhao,22721.0,WTA,up,China,7,2026-02-14 02:29:48
1340,Tenika Mcgiffin,33854.0,WTA,up,Australia,7,2026-02-14 02:29:48
1345,Anna Yang,72041.0,WTA,up,China,6,2026-02-14 02:29:48
1346,Yuyao Li,4144.0,WTA,up,China,6,2026-02-14 02:29:48
1347,Qianhui Tang,9104.0,WTA,up,China,6,2026-02-14 02:29:48
1348,Tori Russell,78989.0,WTA,down,Australia,6,2026-02-14 02:29:48
1348,Ava Beck,6551.0,WTA,up,Australia,6,2026-02-14 02:29:48
1350,Eliz Maloney,13897.0,WTA,up,United Kingdom,6,2026-02-14 02:29:48
1350,Marjorie Souza,78136.0,WTA,up,Brazil,6,2026-02-14 02:29:48
1350,Nehira Sanon,78734.0,WTA,up,France,6,2026-02-14 02:29:48
1353,Moeka Miyata,49563.0,WTA,up,Japan,6,2026-02-14 02:29:48
1353,Margot Phanthala,14670.0,WTA,up,France,6,2026-02-14 02:29:48
1353,Amelie Brooks,,WTA,up,United Kingdom,6,2026-02-14 02:29:48
1353,Anika Jaskova,13032.0,WTA,up,Slovakia,6,2026-02-14 02:29:48
1353,Ria Dernikovic,49895.0,WTA,up,Croatia,6,2026-02-14 02:29:48
1358,Rita Colyer,92523.0,WTA,up,Canada,6,2026-02-14 02:29:48
1358,Sana Garakani,38903.0,WTA,up,Iran,6,2026-02-14 02:29:48
1358,Pia Praefke,13085.0,WTA,up,Germany,6,2026-02-14 02:29:48
1358,Yiru Chen,92127.0,WTA,up,China,6,2026-02-14 02:29:48
1358,Lavinia Puiac Alexia,54023.0,WTA,up,Romania,6,2026-02-14 02:29:48
1358,Aleksandra Pozarenko,52629.0,WTA,up,World,6,2026-02-14 02:29:48
1358,Carla Tomai,59608.0,WTA,down,Portugal,6,2026-02-14 02:29:48
1358,Ellie Daniels,38794.0,WTA,up,Canada,6,2026-02-14 02:29:48
1358,Gala Ivanovic,84069.0,WTA,up,Serbia,6,2026-02-14 02:29:48
1358,Maria Vancea Gabriela,92126.0,WTA,up,Romania,6,2026-02-14 02:29:48
1358,Claire An,67443.0,WTA,up,USA,6,2026-02-14 02:29:48
1358,Maria Andrienko,40096.0,WTA,up,World,6,2026-02-14 02:29:48
1358,Mariia Masiianskaia,23833.0,WTA,up,World,6,2026-02-14 02:29:48
1358,Lola Giza,57083.0,WTA,up,Germany,6,2026-02-14 02:29:48
1358,Naomi Xu,83820.0,WTA,up,Canada,6,2026-02-14 02:29:48
1358,Na-Ri Kim,4348.0,WTA,up,South Korea,6,2026-02-14 02:29:48
1358,Nikola Breckova,6334.0,WTA,up,Czech Republic,6,2026-02-14 02:29:48
1358,Nina Sozaonova,84299.0,WTA,up,World,6,2026-02-14 02:29:48
1358,Megan Heuser,39181.0,WTA,up,USA,6,2026-02-14 02:29:48
1358,Massiva Boukirat,48922.0,WTA,up,France,6,2026-02-14 02:29:48
1358,Isabella Harvison,14154.0,WTA,up,USA,6,2026-02-14 02:29:48
1358,Victoria Rennert Julia,13169.0,WTA,up,Germany,6,2026-02-14 02:29:48
1358,Lara Pfeifer,13337.0,WTA,up,Italy,6,2026-02-14 02:29:48
1381,Maria Fedotova Anna,63414.0,WTA,up,Dominican Republic,6,2026-02-14 02:29:48
1382,Darya Velikova,68706.0,WTA,up,Bulgaria,6,2026-02-14 02:29:48
1382,Pooja Ingale,,WTA,up,India,6,2026-02-14 02:29:48
1382,Prathyusha Rachapudi,23741.0,WTA,up,India,6,2026-02-14 02:29:48
1382,Shria Atturu,13976.0,WTA,up,USA,6,2026-02-14 02:29:48
1386,Yuna Ohashi,27844.0,WTA,up,Japan,6,2026-02-14 02:29:48
1386,Vivien Sandberg,1006.0,WTA,up,Germany,6,2026-02-14 02:29:48
1386,Ginevra Parentini,2115.0,WTA,up,Italy,6,2026-02-14 02:29:48
1386,Eunji Lee,,WTA,up,South Korea,6,2026-02-14 02:29:48
1386,Aurora Urso,57058.0,WTA,up,Italy,6,2026-02-14 02:29:48
1386,Angelica Sara,65858.0,WTA,up,Italy,6,2026-02-14 02:29:48
1392,Ulrikke Eikeri,1817.0,WTA,up,Norway,5,2026-02-14 02:29:48
1393,Stefanie Voegele,1804.0,WTA,up,Switzerland,5,2026-02-14 02:29:48
1394,Saisai Zheng,3398.0,WTA,up,China,5,2026-02-14 02:29:48
1395,Emily Webley-Smith,2942.0,WTA,down,United Kingdom,5,2026-02-14 02:29:48
1395,Daniela Martinez,60554.0,WTA,up,Mexico,5,2026-02-14 02:29:48
1397,Analu Freitas,63826.0,WTA,up,Portugal,5,2026-02-14 02:29:48
1398,Eduarda Carbone Maria,92934.0,WTA,up,Brazil,5,2026-02-14 02:29:48
1399,Ximena Senties,64461.0,WTA,up,Mexico,5,2026-02-14 02:29:48
1400,Teresa Franco Dias,59607.0,WTA,up,Portugal,5,2026-02-14 02:29:48
1401,Valeriia Shvetsova,82369.0,WTA,up,World,5,2026-02-14 02:29:48
1401,Ran Wakana,82978.0,WTA,up,Japan,5,2026-02-14 02:29:48
1401,Paulina Montiel,74126.0,WTA,up,Mexico,5,2026-02-14 02:29:48
1401,Phillippa Preugschat,19222.0,WTA,up,Germany,5,2026-02-14 02:29:48
1401,Victoria Chramcova,23299.0,WTA,up,Slovakia,5,2026-02-14 02:29:48
1401,Michela Castro Zunino,54083.0,WTA,up,Peru,5,2026-02-14 02:29:48
1401,Nigina Abduraimova,1439.0,WTA,up,Uzbekistan,5,2026-02-14 02:29:48
1401,Nahjime Dho,85779.0,WTA,up,France,5,2026-02-14 02:29:48
1401,Kristina Paskauskas,40089.0,WTA,up,United Kingdom,5,2026-02-14 02:29:48
1401,Julia Khramtsova,76626.0,WTA,up,World,5,2026-02-14 02:29:48
1401,Demi Teso Kaili,69068.0,WTA,up,Japan,5,2026-02-14 02:29:48
1401,Katarina Stresnakova,14034.0,WTA,up,Slovakia,5,2026-02-14 02:29:48
1401,Maria Buculei Iulia,75051.0,WTA,up,Romania,5,2026-02-14 02:29:48
1401,Helena Buchwald,38989.0,WTA,up,Germany,5,2026-02-14 02:29:48
1401,Hephzibah Oluwadare,64356.0,WTA,up,United Kingdom,5,2026-02-14 02:29:48
1401,Heike Janse Van Vuuren,21854.0,WTA,up,South Africa,5,2026-02-14 02:29:48
1401,Anastasiya Lopata,62788.0,WTA,up,Ukraine,5,2026-02-14 02:29:48
1401,Alexa Karatancheva,69949.0,WTA,up,Bulgaria,5,2026-02-14 02:29:48
1401,Alice Battesti,18145.0,WTA,up,France,5,2026-02-14 02:29:48
1401,Camila Rodero,73111.0,WTA,up,Chile,5,2026-02-14 02:29:48
1401,Claudia Hoste Ferrer,146.0,WTA,up,Spain,5,2026-02-14 02:29:48
1401,Dominika Podhajecka,71086.0,WTA,up,Poland,5,2026-02-14 02:29:48
1401,Emma Charney,19702.0,WTA,up,USA,5,2026-02-14 02:29:48
1401,Emilija Tverijonaite,50062.0,WTA,up,Lithuania,5,2026-02-14 02:29:48
1401,Giovana Schincariol Delatorre Barbosa,78280.0,WTA,up,Brazil,5,2026-02-14 02:29:48
1426,Ela Plosnik,53165.0,WTA,up,Slovenia,5,2026-02-14 02:29:48
1426,Charlotte Van Zonneveld,64496.0,WTA,up,Netherlands,5,2026-02-14 02:29:48
1426,Angela Cui,80803.0,WTA,down,Australia,5,2026-02-14 02:29:48
1426,Anastasia Mozgaleva,21946.0,WTA,up,World,5,2026-02-14 02:29:48
1426,Hanna Bougouffa,20385.0,WTA,up,France,5,2026-02-14 02:29:48
1426,Ines Leon,51431.0,WTA,up,Spain,5,2026-02-14 02:29:48
1432,Holly Hutchinson,23391.0,WTA,up,United Kingdom,5,2026-02-14 02:29:48
1432,Wen Wan I,63417.0,WTA,up,Taiwan,5,2026-02-14 02:29:48
1432,Hyun Kang Na,52572.0,WTA,up,South Korea,5,2026-02-14 02:29:48
1432,Meshkatolzahra Safi,10908.0,WTA,up,Iran,5,2026-02-14 02:29:48
1432,Mika Buchnik,38186.0,WTA,up,Israel,5,2026-02-14 02:29:48
1432,Maria Maruca Melina,34552.0,WTA,up,Argentina,5,2026-02-14 02:29:48
1432,Maria Eduarda Lages,22869.0,WTA,up,Brazil,5,2026-02-14 02:29:48
1432,Mariam Atia,1042.0,WTA,up,Egypt,5,2026-02-14 02:29:48
1432,Madalena Matias,84428.0,WTA,up,Portugal,5,2026-02-14 02:29:48
1432,Alessia Popescu,70150.0,WTA,up,Romania,5,2026-02-14 02:29:48
1432,Daria Belyaeva,75364.0,WTA,up,World,5,2026-02-14 02:29:48
1432,Yui Chikaraishi,12992.0,WTA,up,Japan,5,2026-02-14 02:29:48
1444,Sophie Chang,2126.0,WTA,up,USA,4,2026-02-14 02:29:48
1445,Jolie Fernandez Bianca,3456.0,WTA,up,Canada,4,2026-02-14 02:29:48
1445,Mariia Nozdrachova,89937.0,WTA,up,Ukraine,4,2026-02-14 02:29:48
1447,Madhurima Sawant,62374.0,WTA,up,India,4,2026-02-14 02:29:48
1447,Mia Yamakita,40146.0,WTA,up,USA,4,2026-02-14 02:29:48
1447,Iulia Bucea,48969.0,WTA,up,Canada,4,2026-02-14 02:29:48
1447,Camille Allegre,86357.0,WTA,up,USA,4,2026-02-14 02:29:48
1447,Venla Ahti,56783.0,WTA,up,Finland,4,2026-02-14 02:29:48
1447,Olympe Lancelot,29465.0,WTA,up,France,4,2026-02-14 02:29:48
1447,Priyanshi Bhandari,80129.0,WTA,up,India,4,2026-02-14 02:29:48
1447,Samantha Imbo Nloga,53624.0,WTA,up,USA,4,2026-02-14 02:29:48
1457,Xenia Bandurowska,37999.0,WTA,up,Poland,4,2026-02-14 02:29:48
1457,Paavanii Paathak,37451.0,WTA,up,India,4,2026-02-14 02:29:48
1457,Anastasia Safta,14380.0,WTA,up,Romania,4,2026-02-14 02:29:48
1457,Helena Bueno,22590.0,WTA,up,Brazil,4,2026-02-14 02:29:48
1457,Carolann Delaunay,21526.0,WTA,up,New Caledonia,4,2026-02-14 02:29:48
1457,Joody Elkady,13554.0,WTA,up,Egypt,4,2026-02-14 02:29:48
1457,Aliesia Reva,87044.0,WTA,up,Ukraine,4,2026-02-14 02:29:48
1457,Sofia Avataneo,56782.0,WTA,up,Italy,4,2026-02-14 02:29:48
1457,Maria Penalver Aguilo,83298.0,WTA,up,Spain,4,2026-02-14 02:29:48
1457,Ailin Larraya Guidi Sol,38942.0,WTA,up,Argentina,4,2026-02-14 02:29:48
1457,Alice Soulie,68755.0,WTA,up,France,4,2026-02-14 02:29:48
1457,Chrystal Lopez,24582.0,WTA,up,Belgium,4,2026-02-14 02:29:48
1457,Yun Choi Seo,,WTA,up,South Korea,4,2026-02-14 02:29:48
1457,Ruirui Zou,60781.0,WTA,up,China,4,2026-02-14 02:29:48
1457,Aurora Corvi,67759.0,WTA,up,Italy,4,2026-02-14 02:29:48
1457,Nika Hurkacz,87758.0,WTA,up,Poland,4,2026-02-14 02:29:48
1457,Yuzuha Negishi,74582.0,WTA,up,Japan,4,2026-02-14 02:29:48
1457,Laura Badia,62569.0,WTA,up,Brazil,4,2026-02-14 02:29:48
1457,Alina Yuneva,75457.0,WTA,up,World,4,2026-02-14 02:29:48
1457,Polina Skopintseva,82996.0,WTA,up,World,4,2026-02-14 02:29:48
1457,Kaur Kaler Havah,81406.0,WTA,up,Canada,4,2026-02-14 02:29:48
1478,Maryna Kolb,40211.0,WTA,up,Ukraine,3,2026-02-14 02:29:48
1479,Yihan Qu,70637.0,WTA,up,China,3,2026-02-14 02:29:48
1479,Jennifer Jackson,16817.0,WTA,up,USA,3,2026-02-14 02:29:48
1481,Amalia Suciu,60360.0,WTA,up,Portugal,3,2026-02-14 02:29:48
1481,Nala Kovacic,67678.0,WTA,up,Slovenia,3,2026-02-14 02:29:48
1481,Olga Bienzobas Fernandez,92130.0,WTA,up,Spain,3,2026-02-14 02:29:48
1481,Lena Couto,39827.0,WTA,up,Portugal,3,2026-02-14 02:29:48
1485,Sofiia Nagornaia,38939.0,WTA,up,Israel,3,2026-02-14 02:29:48
1485,Jaquelyn Ogunwale,9403.0,WTA,up,United Kingdom,3,2026-02-14 02:29:48
1485,Aglaya Fedorova,14552.0,WTA,up,World,3,2026-02-14 02:29:48
1485,Panna Bartha,40063.0,WTA,up,Hungary,3,2026-02-14 02:29:48
1485,Isabelle Cherny,52424.0,WTA,up,United Kingdom,3,2026-02-14 02:29:48
1485,Laalitya Kalluri,53623.0,WTA,up,India,3,2026-02-14 02:29:48
1485,Michelle Dzjachangirova,33199.0,WTA,up,Azerbaijan,3,2026-02-14 02:29:48
