place,player,player_key,league,movement,country,points,download_time
506,Yaroslava Bartashevich,9169.0,WTA,up,France,106,2026-02-14 02:29:48
507,Noemi Basiletti,13420.0,WTA,up,Italy,106,2026-02-14 02:29:48
508,Alice Gillan,2565.0,WTA,up,United Kingdom,106,2026-02-14 02:29:48
509,Sarah Van Emst,50288.0,WTA,up,Netherlands,106,2026-02-14 02:29:48
510,Jenny Lim,8545.0,WTA,up,France,104,2026-02-14 02:29:48
511,Emeline Dartron,1114.0,WTA,up,France,104,2026-02-14 02:29:48
512,Andreea Craciun Georgia,14036.0,WTA,up,Romania,104,2026-02-14 02:29:48
513,Pia Lovric,11488.0,WTA,up,Slovenia,104,2026-02-14 02:29:48
514,Elena Cabezas Dominguez Sofia,56279.0,WTA,down,Venezuela,104,2026-02-14 02:29:48
515,Lidia Encheva,50682.0,WTA,down,Bulgaria,104,2026-02-14 02:29:48
516,Maria Kozyreva,19544.0,WTA,up,World,103,2026-02-14 02:29:48
517,Yelyzaveta Kotliar,38883.0,WTA,up,Ukraine,103,2026-02-14 02:29:48
518,Marie Dittmann Gina,19899.0,WTA,down,Germany,103,2026-02-14 02:29:48
519,Ekaterina Ovcharenko,18807.0,WTA,up,World,102,2026-02-14 02:29:48
520,Sara Popa Maria,14322.0,WTA,up,Romania,102,2026-02-14 02:29:48
521,Ania Hertel,12792.0,WTA,up,Poland,102,2026-02-14 02:29:48
522,Sayaka Ishii,37885.0,WTA,up,Japan,101,2026-02-14 02:29:48
523,Daria Lodikova,993.0,WTA,down,World,101,2026-02-14 02:29:48
524,Rasheeda McAdoo,1414.0,WTA,down,USA,101,2026-02-14 02:29:48
525,Mio Mushika,10893.0,WTA,up,Japan,101,2026-02-14 02:29:48
526,Ipek Oz,486.0,WTA,up,Turkey,100,2026-02-14 02:29:48
527,Ana Candiotto,10902.0,WTA,up,Brazil,100,2026-02-14 02:29:48
528,Rada Zolotareva,40163.0,WTA,up,World,100,2026-02-14 02:29:48
529,Ariana Arseneault,185.0,WTA,same,Canada,99,2026-02-14 02:29:48
530,Julie Pastikova,30860.0,WTA,down,Czech Republic,99,2026-02-14 02:29:48
531,Marie Voracek Eva,58571.0,WTA,up,Germany,99,2026-02-14 02:29:48
532,Arianna Zucchini,2581.0,WTA,up,Italy,98,2026-02-14 02:29:48
533,Alana Subasic,68363.0,WTA,down,Australia,98,2026-02-14 02:29:48
534,Ekaterina Maklakova,9256.0,WTA,same,World,98,2026-02-14 02:29:48
535,Jaeda Daniel,31723.0,WTA,same,USA,98,2026-02-14 02:29:48
536,Petra Kvitova,2693.0,WTA,down,Czech Republic,97,2026-02-14 02:29:48
537,Deborah Chiesa,231.0,WTA,down,Italy,97,2026-02-14 02:29:48
538,Ying Zhang,8910.0,WTA,down,China,97,2026-02-14 02:29:48
539,Katerina Tsygourova,23388.0,WTA,down,Switzerland,97,2026-02-14 02:29:48
540,Weronika Falkowska,164.0,WTA,up,Poland,96,2026-02-14 02:29:48
541,Jessica Bertoldo,37972.0,WTA,up,Italy,96,2026-02-14 02:29:48
542,Haruna Arakawa,75.0,WTA,up,Japan,96,2026-02-14 02:29:48
543,Arina Bulatova,51324.0,WTA,up,World,96,2026-02-14 02:29:48
544,Aleksandra Krunic,443.0,WTA,up,Serbia,95,2026-02-14 02:29:48
545,Vitalia Diatchenko,1115.0,WTA,up,World,95,2026-02-14 02:29:48
546,Luiza Fullana,52392.0,WTA,up,Brazil,95,2026-02-14 02:29:48
547,Malaika Rapolu,19546.0,WTA,up,USA,94,2026-02-14 02:29:48
548,Urszula Radwanska,2272.0,WTA,up,Poland,94,2026-02-14 02:29:48
549,Aran Teixido Garcia Maria,22522.0,WTA,up,Spain,94,2026-02-14 02:29:48
550,Diana Martynov,13466.0,WTA,down,France,93,2026-02-14 02:29:48
551,Ashley Lahey,13742.0,WTA,up,USA,93,2026-02-14 02:29:48
552,Venus Williams,5341.0,WTA,up,USA,92,2026-02-14 02:29:48
553,Draginja Vukovic,1367.0,WTA,up,Serbia,92,2026-02-14 02:29:48
554,Laura Mair,5151.0,WTA,up,Italy,92,2026-02-14 02:29:48
555,Ksenia Zaytseva,2526.0,WTA,up,World,91,2026-02-14 02:29:48
556,Daria Egorova,63419.0,WTA,up,World,91,2026-02-14 02:29:48
557,Jamie Loeb,1782.0,WTA,down,USA,90,2026-02-14 02:29:48
558,Boyoung Jeong,24516.0,WTA,down,South Korea,90,2026-02-14 02:29:48
559,Shilin Xu,131.0,WTA,down,China,90,2026-02-14 02:29:48
560,Andreea Herea Carmen,28104.0,WTA,down,Romania,89,2026-02-14 02:29:48
561,Sara Cakarevic,228.0,WTA,down,France,89,2026-02-14 02:29:48
562,Verena Meliss,2580.0,WTA,same,Italy,89,2026-02-14 02:29:48
563,Maria Serban Isabella,58892.0,WTA,down,Italy,89,2026-02-14 02:29:48
564,Jana Kovackova,71705.0,WTA,down,Czech Republic,88,2026-02-14 02:29:48
565,Carolina Kuhl,10896.0,WTA,down,Germany,88,2026-02-14 02:29:48
566,Marie Weckerle,7413.0,WTA,down,Luxembourg,88,2026-02-14 02:29:48
567,Yuno Kitahara,61695.0,WTA,down,Japan,88,2026-02-14 02:29:48
568,Esther Adeshina,70322.0,WTA,up,United Kingdom,88,2026-02-14 02:29:48
569,Rashmikaa Bhamidipaty Shrivalli,18040.0,WTA,up,India,87,2026-02-14 02:29:48
570,Lucia Cortez Llorca,5919.0,WTA,down,Spain,87,2026-02-14 02:29:48
571,Rinko Matsuda,39924.0,WTA,down,Japan,87,2026-02-14 02:29:48
572,Rositsa Dencheva,34106.0,WTA,down,Bulgaria,87,2026-02-14 02:29:48
573,Valentina Steiner,74837.0,WTA,down,Germany,86,2026-02-14 02:29:48
574,Riya Bhatia,93.0,WTA,down,India,85,2026-02-14 02:29:48
575,Christine Svendsen Johanne,9257.0,WTA,down,Denmark,85,2026-02-14 02:29:48
576,Elena Milovanovic,13620.0,WTA,up,Serbia,85,2026-02-14 02:29:48
577,Dana Guzman,9241.0,WTA,down,Peru,84,2026-02-14 02:29:48
578,Mayuka Aikawa,13333.0,WTA,up,Japan,84,2026-02-14 02:29:48
579,Kayo Nishimura,49582.0,WTA,down,Japan,84,2026-02-14 02:29:48
580,Vera Zvonareva,2822.0,WTA,down,World,83,2026-02-14 02:29:48
581,Reina Goto,50792.0,WTA,down,Japan,83,2026-02-14 02:29:48
582,Noelia Zeballos,6.0,WTA,down,Bolivia,82,2026-02-14 02:29:48
583,Mariana Diaz-Oliva,,WTA,down,Argentina,82,2026-02-14 02:29:48
584,Adelina Lachinova,50429.0,WTA,down,Latvia,82,2026-02-14 02:29:48
585,Marine Szostak,13505.0,WTA,down,France,82,2026-02-14 02:29:48
586,Jana Kolodynska,199.0,WTA,up,World,81,2026-02-14 02:29:48
587,Natsuki Yoshimoto,53278.0,WTA,down,Japan,81,2026-02-14 02:29:48
588,Erika Sema,4526.0,WTA,up,Japan,81,2026-02-14 02:29:48
589,Yi Yang Ya,1023.0,WTA,same,Taiwan,81,2026-02-14 02:29:48
590,Hannah Klugman,55586.0,WTA,down,United Kingdom,80,2026-02-14 02:29:48
591,Ksenia Efremova,63490.0,WTA,up,France,80,2026-02-14 02:29:48
592,Kristina Kroitor,75363.0,WTA,up,World,80,2026-02-14 02:29:48
593,Astrid Cirotte,13324.0,WTA,down,France,80,2026-02-14 02:29:48
594,Lina Glushko,1829.0,WTA,up,Israel,79,2026-02-14 02:29:48
595,Kristina Liutova,76966.0,WTA,up,World,79,2026-02-14 02:29:48
596,Emma Lene,13258.0,WTA,up,France,79,2026-02-14 02:29:48
597,Bianca Barbulescu,29.0,WTA,same,Romania,79,2026-02-14 02:29:48
598,Jenna Defalco,13650.0,WTA,same,USA,79,2026-02-14 02:29:48
599,Maria Ionescu Eva,54081.0,WTA,same,Romania,79,2026-02-14 02:29:48
600,Eleejah Inisan,40528.0,WTA,same,France,78,2026-02-14 02:29:48
601,Gabriella da Silva Fick,1366.0,WTA,same,Australia,78,2026-02-14 02:29:48
602,Valeriya Yushchenko,1005.0,WTA,down,World,78,2026-02-14 02:29:48
603,Jana Otzipka,51326.0,WTA,down,Belgium,78,2026-02-14 02:29:48
604,Maria Gonzalez Daniele Justina,53436.0,WTA,up,Argentina,78,2026-02-14 02:29:48
605,Noelia Bouzo Zanotti,31.0,WTA,up,Spain,78,2026-02-14 02:29:48
606,Alba Rey Garcia,1418.0,WTA,down,Spain,78,2026-02-14 02:29:48
607,Amy Zhu,133.0,WTA,up,USA,77,2026-02-14 02:29:48
608,Malene Helgo,172.0,WTA,up,Norway,77,2026-02-14 02:29:48
609,Chihiro Muramatsu,5343.0,WTA,up,Japan,77,2026-02-14 02:29:48
610,Dasha Plekhanova,50654.0,WTA,up,Canada,76,2026-02-14 02:29:48
611,Chenting Zhu,53060.0,WTA,up,China,76,2026-02-14 02:29:48
612,Alena Kovackova,52683.0,WTA,up,Czech Republic,76,2026-02-14 02:29:48
613,Maria Golovina,51418.0,WTA,up,World,76,2026-02-14 02:29:48
614,Fiona Ganz,12561.0,WTA,down,Switzerland,76,2026-02-14 02:29:48
615,Dasha Ivanova,1050.0,WTA,up,USA,76,2026-02-14 02:29:48
616,Nina Vargova,15593.0,WTA,down,Slovakia,75,2026-02-14 02:29:48
617,Ellie Schoppe,77239.0,WTA,up,USA,75,2026-02-14 02:29:48
618,Alice Robbe,91.0,WTA,down,France,75,2026-02-14 02:29:48
619,Enola Chiesa,176.0,WTA,up,Italy,75,2026-02-14 02:29:48
620,Merna Refaat,1044.0,WTA,up,Egypt,75,2026-02-14 02:29:48
621,Jada Robinson,59623.0,WTA,up,USA,75,2026-02-14 02:29:48
622,Ekaterina Perelygina,75890.0,WTA,down,Austria,75,2026-02-14 02:29:48
623,Alexis Nguyen,,WTA,up,USA,74,2026-02-14 02:29:48
624,Kamilla Bartone,220.0,WTA,up,Latvia,74,2026-02-14 02:29:48
625,Amelie Van Impe,21360.0,WTA,same,Belgium,74,2026-02-14 02:29:48
626,Angelica Raggi,1443.0,WTA,up,Italy,73,2026-02-14 02:29:48
627,Meiling Wang,2263.0,WTA,up,China,73,2026-02-14 02:29:48
628,Alize Lim,5432.0,WTA,down,France,73,2026-02-14 02:29:48
629,Valeria Bhunu,7729.0,WTA,up,Zimbabwe,73,2026-02-14 02:29:48
630,Sachia Vickery,1790.0,WTA,up,USA,72,2026-02-14 02:29:48
631,Amelia Honer,9526.0,WTA,up,USA,72,2026-02-14 02:29:48
632,Thasaporn Naklo,58067.0,WTA,up,Thailand,72,2026-02-14 02:29:48
633,Zeel Desai,13676.0,WTA,down,India,72,2026-02-14 02:29:48
634,Berta Bonardi,4005.0,WTA,up,Argentina,72,2026-02-14 02:29:48
635,Melisa Ercan,40065.0,WTA,up,Australia,72,2026-02-14 02:29:48
636,Tamila Gadamauri,80301.0,WTA,down,Belgium,72,2026-02-14 02:29:48
637,Mariella Thamm,70149.0,WTA,up,Germany,71,2026-02-14 02:29:48
638,Andre Lukosiute,11326.0,WTA,up,Lithuania,71,2026-02-14 02:29:48
639,Nellie Taraba Wallberg,40173.0,WTA,down,Sweden,71,2026-02-14 02:29:48
640,Dalayna Hewitt,189.0,WTA,up,USA,71,2026-02-14 02:29:48
641,Marcelina Podlinska,9047.0,WTA,up,Poland,71,2026-02-14 02:29:48
642,Loes Ebeling Koning,66095.0,WTA,up,Netherlands,70,2026-02-14 02:29:48
643,Iva Primorac,5330.0,WTA,down,Croatia,70,2026-02-14 02:29:48
644,Lan Mi,68334.0,WTA,up,China,70,2026-02-14 02:29:48
645,Eudice Chong,7589.0,WTA,same,Hong Kong,69,2026-02-14 02:29:48
646,Michika Ozeki,7561.0,WTA,down,Japan,69,2026-02-14 02:29:48
647,Mara Guth,8334.0,WTA,down,Germany,69,2026-02-14 02:29:48
648,Ana Bogdan,2004.0,WTA,up,Romania,68,2026-02-14 02:29:48
649,Stefani Webb,10932.0,WTA,up,Australia,68,2026-02-14 02:29:48
650,Katy Dunne,5016.0,WTA,down,United Kingdom,68,2026-02-14 02:29:48
651,Gina Feistel,38149.0,WTA,down,Poland,68,2026-02-14 02:29:48
652,Elena Korokozidi,37979.0,WTA,down,Greece,68,2026-02-14 02:29:48
653,Milana Zhabrailova,43.0,WTA,down,World,68,2026-02-14 02:29:48
654,Mary Lewis,40229.0,WTA,down,USA,67,2026-02-14 02:29:48
655,Lea Nilsson,51328.0,WTA,down,Sweden,67,2026-02-14 02:29:48
656,Stefania Bojica,38154.0,WTA,down,Romania,67,2026-02-14 02:29:48
657,Hikaru Sato,39077.0,WTA,down,Japan,67,2026-02-14 02:29:48
658,Rebecca Munk Mortensen,37903.0,WTA,up,Denmark,67,2026-02-14 02:29:48
659,Kylie Collins,20330.0,WTA,down,USA,67,2026-02-14 02:29:48
660,Adrienn Nagy,12932.0,WTA,down,Hungary,67,2026-02-14 02:29:48
661,Vitoria Leme Da Silva Nauhany,65788.0,WTA,same,Brazil,66,2026-02-14 02:29:48
662,Anna Petkovic,72578.0,WTA,same,Germany,66,2026-02-14 02:29:48
663,Sarah Iliev,9250.0,WTA,up,France,66,2026-02-14 02:29:48
664,Rachel Gailis,1351.0,WTA,up,USA,66,2026-02-14 02:29:48
665,Marie Mettraux,2265.0,WTA,down,Switzerland,65,2026-02-14 02:29:48
666,Beatrise Zeltina,80157.0,WTA,up,Latvia,65,2026-02-14 02:29:48
667,Stephanie Wagner,1416.0,WTA,up,Germany,65,2026-02-14 02:29:48
668,Raphaelle Lacasse,6697.0,WTA,down,Canada,65,2026-02-14 02:29:48
669,Christasha McNeil,32551.0,WTA,up,USA,64,2026-02-14 02:29:48
670,Hiroko Kuwata,5244.0,WTA,down,Japan,64,2026-02-14 02:29:48
671,Ruien Zhang,,WTA,down,China,63,2026-02-14 02:29:48
672,Maitane Arconada Usue,3001.0,WTA,up,USA,63,2026-02-14 02:29:48
673,Punnin Kovapitukted,12715.0,WTA,up,Thailand,63,2026-02-14 02:29:48
674,Tian Jialin,69107.0,WTA,same,China,63,2026-02-14 02:29:48
675,Ankita Raina,1442.0,WTA,up,India,62,2026-02-14 02:29:48
676,Victoria Osuigwe,19463.0,WTA,same,USA,62,2026-02-14 02:29:48
677,Alexandra Vagramov,7035.0,WTA,same,Canada,62,2026-02-14 02:29:48
678,Kateryna Lazarenko,38153.0,WTA,up,Ukraine,62,2026-02-14 02:29:48
679,Ekaterina Yashina,1987.0,WTA,up,World,61,2026-02-14 02:29:48
680,Sofia Rocchetti,2584.0,WTA,up,Italy,61,2026-02-14 02:29:48
681,Lavinia Tanasie,13031.0,WTA,up,Romania,61,2026-02-14 02:29:48
682,Federica Oana Anamaria,55524.0,WTA,up,Romania,61,2026-02-14 02:29:48
683,Martina Trevisan,512.0,WTA,same,Italy,60,2026-02-14 02:29:48
684,Oceane Dodin,523.0,WTA,down,France,60,2026-02-14 02:29:48
685,Alyssa Reguer,2545.0,WTA,same,France,60,2026-02-14 02:29:48
686,Olivia Lincer,19335.0,WTA,down,USA,59,2026-02-14 02:29:48
687,Jessica Hinojosa Gomez,1051.0,WTA,down,Mexico,59,2026-02-14 02:29:48
688,Sarah Rokusek,10929.0,WTA,down,Australia,59,2026-02-14 02:29:48
689,Junhan Zhang,63420.0,WTA,same,China,59,2026-02-14 02:29:48
690,Demi Tran,13208.0,WTA,same,Netherlands,58,2026-02-14 02:29:48
691,Marie Nijkamp Rose,61974.0,WTA,down,Netherlands,58,2026-02-14 02:29:48
692,Gaia Maduzzi,55153.0,WTA,down,Italy,58,2026-02-14 02:29:48
693,Vaishnavi Adkar,39035.0,WTA,down,India,57,2026-02-14 02:29:48
694,Elina Nepliy,62081.0,WTA,down,World,57,2026-02-14 02:29:48
695,Kristina Novak,38150.0,WTA,down,Slovenia,57,2026-02-14 02:29:48
696,Jeong Jang Su,1803.0,WTA,down,South Korea,57,2026-02-14 02:29:48
697,Briana Szabo,13381.0,WTA,down,Romania,57,2026-02-14 02:29:48
698,Ava Markham,40193.0,WTA,down,USA,57,2026-02-14 02:29:48
699,Federica Di Sarra,1799.0,WTA,down,Italy,56,2026-02-14 02:29:48
700,Mia Horvit,38670.0,WTA,down,USA,56,2026-02-14 02:29:48
701,Akasha Ceuca Ann,75973.0,WTA,down,Germany,56,2026-02-14 02:29:48
702,Julia Stusek,38313.0,WTA,down,Germany,55,2026-02-14 02:29:48
703,Anastasia Bertacchi,68678.0,WTA,down,Italy,55,2026-02-14 02:29:48
704,Ivana Sebestova,14.0,WTA,down,Czech Republic,55,2026-02-14 02:29:48
705,Luisa Meyer Auf Der Heide,53.0,WTA,down,Germany,55,2026-02-14 02:29:48
706,Luciana Moyano,40060.0,WTA,down,Argentina,55,2026-02-14 02:29:48
707,Ana Grubor,89.0,WTA,down,Canada,55,2026-02-14 02:29:48
708,Anita Sahdiieva,13920.0,WTA,down,Ukraine,54,2026-02-14 02:29:48
709,Daria Zelinskaya,14549.0,WTA,down,World,54,2026-02-14 02:29:48
710,Chengyiyi Yuan,10227.0,WTA,down,China,53,2026-02-14 02:29:48
711,Beatrice Ricci,1024.0,WTA,down,Italy,53,2026-02-14 02:29:48
712,Monique Barry,40167.0,WTA,down,New Zealand,53,2026-02-14 02:29:48
713,Camila Romero,22529.0,WTA,down,Ecuador,53,2026-02-14 02:29:48
714,Anna Kubareva,1417.0,WTA,up,World,53,2026-02-14 02:29:48
715,Iva Ivanova,52708.0,WTA,down,Bulgaria,53,2026-02-14 02:29:48
716,Yasmin Ezzat,1035.0,WTA,down,Egypt,53,2026-02-14 02:29:48
717,Yujia Huang,56997.0,WTA,down,China,53,2026-02-14 02:29:48
718,Franziska Sziedat,2116.0,WTA,down,Germany,53,2026-02-14 02:29:48
719,Zoziya Kardava,11480.0,WTA,down,Georgia,53,2026-02-14 02:29:48
720,Jiangxue Han,,WTA,down,China,53,2026-02-14 02:29:48
721,Cody Wong Hong Yi,2566.0,WTA,up,Hong Kong,52,2026-02-14 02:29:48
722,Amina Anshba,1983.0,WTA,same,World,52,2026-02-14 02:29:48
723,Jose Portillo Ramirez Maria,1428.0,WTA,same,Mexico,52,2026-02-14 02:29:48
724,Brooke Black,55157.0,WTA,same,United Kingdom,52,2026-02-14 02:29:48
725,Carmen Lopez Martinez,38035.0,WTA,down,Spain,52,2026-02-14 02:29:48
726,Irina Balus,10898.0,WTA,up,Slovakia,52,2026-02-14 02:29:48
727,Laia Petretic,22.0,WTA,up,France,52,2026-02-14 02:29:48
728,Sara Errani,474.0,WTA,up,Italy,51,2026-02-14 02:29:48
729,Alyssa Ahn,48889.0,WTA,up,USA,51,2026-02-14 02:29:48
730,Ana Konjuh,1824.0,WTA,down,Croatia,51,2026-02-14 02:29:48
731,Jesika Maleckova,1109.0,WTA,up,Czech Republic,51,2026-02-14 02:29:48
732,Yuliana Lizarazo,150.0,WTA,up,Colombia,51,2026-02-14 02:29:48
733,Julia Konishi Camargo Silva,2120.0,WTA,up,Brazil,51,2026-02-14 02:29:48
734,Anastasiia Gureva,9245.0,WTA,up,World,51,2026-02-14 02:29:48
735,Ida Wobker,81722.0,WTA,down,Germany,51,2026-02-14 02:29:48
736,Ying Cheuk Shek,70300.0,WTA,down,Hong Kong,51,2026-02-14 02:29:48
737,Salma Ewing,38259.0,WTA,same,USA,51,2026-02-14 02:29:48
738,JiaYi Wang,5683.0,WTA,same,China,51,2026-02-14 02:29:48
739,Maria Kalyakina,61314.0,WTA,same,World,51,2026-02-14 02:29:48
740,Peangtarn Plipuech,3409.0,WTA,down,Thailand,50,2026-02-14 02:29:48
741,Yuhan Wang,85999.0,WTA,same,China,50,2026-02-14 02:29:48
742,Evialina Laskevich,2114.0,WTA,up,World,50,2026-02-14 02:29:48
743,Eliska Tichackova,56385.0,WTA,up,Czech Republic,50,2026-02-14 02:29:48
744,Sophia Biolay,16091.0,WTA,up,France,50,2026-02-14 02:29:48
745,Maria Sholokhova,9258.0,WTA,up,World,50,2026-02-14 02:29:48
746,Edda Mamedova,14563.0,WTA,up,World,50,2026-02-14 02:29:48
747,Clara Burel,515.0,WTA,up,France,49,2026-02-14 02:29:48
748,Petra Konjikusic,50681.0,WTA,same,Serbia,49,2026-02-14 02:29:48
749,Victoria Milovanova,63416.0,WTA,same,World,49,2026-02-14 02:29:48
750,Chelsea Fontenel,9252.0,WTA,same,Switzerland,49,2026-02-14 02:29:48
751,Laquisa Khan,58844.0,WTA,down,Australia,48,2026-02-14 02:29:48
752,Melany Fajmonova Sarah,83920.0,WTA,same,Czech Republic,48,2026-02-14 02:29:48
753,Ayumi Miyamoto,11583.0,WTA,down,Japan,48,2026-02-14 02:29:48
754,Vlada Mincheva,61490.0,WTA,down,World,48,2026-02-14 02:29:48
755,Dune Vaissaud,52684.0,WTA,down,France,48,2026-02-14 02:29:48
756,Laura Svatikova,14635.0,WTA,same,Slovakia,48,2026-02-14 02:29:48
757,Clara Vlasselaer,1357.0,WTA,up,Belgium,48,2026-02-14 02:29:48
758,Valentina Mediorreal Arias,50044.0,WTA,down,Colombia,47,2026-02-14 02:29:48
759,Aneta Laboutkova,4085.0,WTA,up,Czech Republic,47,2026-02-14 02:29:48
760,Adithya Karunaratne,13074.0,WTA,up,Hong Kong,47,2026-02-14 02:29:48
761,Ziva Falkner,2278.0,WTA,up,Slovenia,47,2026-02-14 02:29:48
762,Nadiya Kolb,7553.0,WTA,up,Ukraine,46,2026-02-14 02:29:48
763,Geraldine Gerald Gonzalez Jimar,19896.0,WTA,up,Chile,46,2026-02-14 02:29:48
764,Patricija Paukstyte,10903.0,WTA,up,Lithuania,46,2026-02-14 02:29:48
765,Oceane Babel,492.0,WTA,down,France,46,2026-02-14 02:29:48
766,Noemi Maines,73807.0,WTA,up,Italy,46,2026-02-14 02:29:48
767,Yanina Wickmayer,74.0,WTA,up,Belgium,45,2026-02-14 02:29:48
768,Safina Popa Giulia,69063.0,WTA,up,Romania,45,2026-02-14 02:29:48
769,Makenna Jones,38040.0,WTA,up,USA,45,2026-02-14 02:29:48
770,Yi Chen Meng,40110.0,WTA,down,China,45,2026-02-14 02:29:48
771,Anne-Christine Lutkemeyer,1358.0,WTA,up,USA,45,2026-02-14 02:29:48
772,Federica Sacco,57428.0,WTA,up,Italy,45,2026-02-14 02:29:48
773,Daria Yesypchuk,52647.0,WTA,up,Ukraine,45,2026-02-14 02:29:48
774,Madelief Hageman,2527.0,WTA,up,Netherlands,45,2026-02-14 02:29:48
775,Sloane Stephens,1826.0,WTA,up,USA,44,2026-02-14 02:29:48
776,Bella Payne,82380.0,WTA,same,USA,44,2026-02-14 02:29:48
777,Ani Amiraghyan,4535.0,WTA,same,Armenia,44,2026-02-14 02:29:48
778,Yiming Dang,53147.0,WTA,same,China,44,2026-02-14 02:29:48
779,Aruzhan Sagandikova,10917.0,WTA,same,Kazakhstan,44,2026-02-14 02:29:48
780,Naho Sato,,WTA,down,Japan,44,2026-02-14 02:29:48
781,Adriana Reami,2586.0,WTA,same,USA,44,2026-02-14 02:29:48
782,Honoka Kobayashi,13415.0,WTA,same,Japan,44,2026-02-14 02:29:48
783,Monika Stankiewicz,52685.0,WTA,up,Poland,43,2026-02-14 02:29:48
784,Chloe Noel,13077.0,WTA,down,France,43,2026-02-14 02:29:48
785,Marie Villet,13075.0,WTA,down,France,43,2026-02-14 02:29:48
786,Gaeul Jang,32808.0,WTA,down,South Korea,42,2026-02-14 02:29:48
787,Iveta Dapkute,11610.0,WTA,down,Lithuania,42,2026-02-14 02:29:48
788,Polina Kuharenko,40793.0,WTA,down,World,42,2026-02-14 02:29:48
789,Jacqueline Cabaj Awad,87.0,WTA,down,Sweden,42,2026-02-14 02:29:48
790,Nagi Hanatani,2602.0,WTA,down,Japan,42,2026-02-14 02:29:48
791,Anastasiia Firman,69527.0,WTA,down,Ukraine,42,2026-02-14 02:29:48
792,Maria Toma,13545.0,WTA,down,Romania,42,2026-02-14 02:29:48
793,Linda Sevcikova,21842.0,WTA,down,Czech Republic,42,2026-02-14 02:29:48
794,Daphnee Mpetshi Perricard,52022.0,WTA,down,France,41,2026-02-14 02:29:48
795,Kailey Evans,22282.0,WTA,down,USA,41,2026-02-14 02:29:48
796,Victoria Gomez O'Hayon,40095.0,WTA,down,Spain,41,2026-02-14 02:29:48
797,Arlinda Rushiti,104.0,WTA,down,Kosovo,41,2026-02-14 02:29:48
798,Yuliya Hatouka,466.0,WTA,up,World,41,2026-02-14 02:29:48
799,Mana Kawamura,2570.0,WTA,down,Japan,41,2026-02-14 02:29:48
800,Petra Hule,33387.0,WTA,down,Australia,40,2026-02-14 02:29:48
801,Onyu Choi,24515.0,WTA,down,South Korea,40,2026-02-14 02:29:48
802,Belle Thompson,39129.0,WTA,down,Australia,40,2026-02-14 02:29:48
803,Romina Ccuno,2119.0,WTA,same,Peru,40,2026-02-14 02:29:48
804,Michaela Bayerlova,194.0,WTA,down,Czech Republic,39,2026-02-14 02:29:48
805,Jennifer Brady,2683.0,WTA,down,USA,39,2026-02-14 02:29:48
806,Ya-Hsuan Lee,5239.0,WTA,down,Taiwan,39,2026-02-14 02:29:48
807,Ilinca Burcescu Maia,69713.0,WTA,down,Romania,39,2026-02-14 02:29:48
808,Jessica Failla,13323.0,WTA,up,USA,38,2026-02-14 02:29:48
809,Ilay Yoruk,1344.0,WTA,up,Turkey,38,2026-02-14 02:29:48
810,Jaimee Fourlis,441.0,WTA,down,Australia,38,2026-02-14 02:29:48
811,Ella Haavisto,38990.0,WTA,down,Finland,38,2026-02-14 02:29:48
812,Wanja Brune Olsen Astrid,20694.0,WTA,down,Norway,38,2026-02-14 02:29:48
813,Merel Hoedt,2296.0,WTA,down,Netherlands,38,2026-02-14 02:29:48
814,Diana Marcinkevica,122.0,WTA,down,Latvia,38,2026-02-14 02:29:48
815,Lilian Poling,61430.0,WTA,down,USA,38,2026-02-14 02:29:48
816,Kristina Penickova,58224.0,WTA,down,USA,37,2026-02-14 02:29:48
817,Viola Turini,1375.0,WTA,down,Italy,37,2026-02-14 02:29:48
818,Luna Vujovic,65718.0,WTA,down,Serbia,37,2026-02-14 02:29:48
819,Marianne Argyrokastriti,53625.0,WTA,down,Greece,37,2026-02-14 02:29:48
820,Eugenie Bouchard,2941.0,WTA,down,Canada,36,2026-02-14 02:29:48
821,Nika Radisic,175.0,WTA,up,Slovenia,36,2026-02-14 02:29:48
822,Mara Gae,55170.0,WTA,down,Romania,36,2026-02-14 02:29:48
823,Shannon Lam,32562.0,WTA,down,USA,36,2026-02-14 02:29:48
824,Yujin Kim,62139.0,WTA,down,South Korea,36,2026-02-14 02:29:48
825,Arabella Koller,14207.0,WTA,down,Austria,36,2026-02-14 02:29:48
826,Tilwith Di Girolami,33.0,WTA,down,Belgium,36,2026-02-14 02:29:48
827,Carolina Bohrer Martins,52056.0,WTA,down,Brazil,36,2026-02-14 02:29:48
828,Maddalena Giordano,58312.0,WTA,down,Italy,36,2026-02-14 02:29:48
829,Daria Kudashova,13424.0,WTA,up,World,35,2026-02-14 02:29:48
830,Fernanda Herazo Gonzalez Maria,1415.0,WTA,down,Colombia,35,2026-02-14 02:29:48
831,Sonja Zhenikhova,57568.0,WTA,down,Germany,35,2026-02-14 02:29:48
832,Camila Torres Murcia Maria,1053.0,WTA,down,Colombia,35,2026-02-14 02:29:48
833,Linea Bajraliu,67387.0,WTA,down,Sweden,35,2026-02-14 02:29:48
834,Joy De Zeeuw,54718.0,WTA,up,Netherlands,35,2026-02-14 02:29:48
835,Victoria Kan,1421.0,WTA,same,World,35,2026-02-14 02:29:48
836,Raquel Gonzalez Vilar,13821.0,WTA,same,Spain,35,2026-02-14 02:29:48
837,Suana Tucakovic,50431.0,WTA,up,Bosnia and Herzegovina,35,2026-02-14 02:29:48
