place,player,player_key,league,movement,country,points,download_time
329,Oliver Tarvet,9368.0,ATP,down,United Kingdom,150,2026-02-12 02:42:18
330,Tyler Zink,2214.0,ATP,down,USA,150,2026-02-12 02:42:18
331,Andrej Martin,,ATP,down,Slovakia,149,2026-02-12 02:42:18
332,Matteo Martineau,1185.0,ATP,down,France,149,2026-02-12 02:42:18
333,Tom Paris,13552.0,ATP,up,France,148,2026-02-12 02:42:18
334,Facundo Mena,378.0,ATP,down,Argentina,145,2026-02-12 02:42:18
335,Martin Krumich,906.0,ATP,down,Czech Republic,145,2026-02-12 02:42:18
336,Hady Habib,1949.0,ATP,down,Lebanon,143,2026-02-12 02:42:18
337,Jelle Sels,586.0,ATP,down,Netherlands,143,2026-02-12 02:42:18
338,Giles Hussey,627.0,ATP,down,United Kingdom,143,2026-02-12 02:42:18
339,Soonwoo Kwon,1098.0,ATP,down,South Korea,142,2026-02-12 02:42:18
340,Pavel Kotov,415.0,ATP,down,World,142,2026-02-12 02:42:18
341,Franco Roncadelli,823.0,ATP,down,Uruguay,142,2026-02-12 02:42:18
342,Hamish Stewart,38208.0,ATP,down,United Kingdom,142,2026-02-12 02:42:18
343,Raul Brancaccio,1873.0,ATP,down,Italy,142,2026-02-12 02:42:18
344,Sean Cuenin,382.0,ATP,down,France,141,2026-02-12 02:42:18
345,Carlos Sanchez Jover,584.0,ATP,down,Spain,141,2026-02-12 02:42:18
346,Bautista Torres Juan,2085.0,ATP,down,Argentina,141,2026-02-12 02:42:18
347,Antoine Ghibaudo,9234.0,ATP,down,France,140,2026-02-12 02:42:18
348,Florian Broska,15199.0,ATP,down,Germany,139,2026-02-12 02:42:18
349,Ivan Justo Guido,7249.0,ATP,up,Argentina,139,2026-02-12 02:42:18
350,Igor Marcondes,3679.0,ATP,down,Brazil,138,2026-02-12 02:42:18
351,Javier Barranco Cosano,1877.0,ATP,down,Spain,138,2026-02-12 02:42:18
352,Sanhui Shin,10295.0,ATP,same,South Korea,138,2026-02-12 02:42:18
353,Gabriele Piraino,1245.0,ATP,down,Italy,137,2026-02-12 02:42:18
354,Gonzalo Villanueva,5181.0,ATP,down,Argentina,137,2026-02-12 02:42:18
355,Oleg Prihodko,8733.0,ATP,down,Ukraine,136,2026-02-12 02:42:18
356,Paul Jubb,385.0,ATP,down,United Kingdom,134,2026-02-12 02:42:18
357,Alfredo Perez,,ATP,up,USA,134,2026-02-12 02:42:18
358,Richard Gasquet,1094.0,ATP,same,France,133,2026-02-12 02:42:18
359,Christoph Negritu,5971.0,ATP,down,Germany,133,2026-02-12 02:42:18
360,Manuel La Serna Juan,10017.0,ATP,down,Argentina,132,2026-02-12 02:42:18
361,Andre Ilagan,37936.0,ATP,up,USA,132,2026-02-12 02:42:18
362,Denis Yevseyev,569.0,ATP,down,Kazakhstan,132,2026-02-12 02:42:18
363,Trevor Svajda,52663.0,ATP,down,USA,131,2026-02-12 02:42:18
364,Jonas Forejtek,2086.0,ATP,down,Czech Republic,131,2026-02-12 02:42:18
365,Zhizhen Zhang,590.0,ATP,down,China,130,2026-02-12 02:42:18
366,Max Alcala Gurri,678.0,ATP,down,Spain,130,2026-02-12 02:42:18
367,Max Basing,13535.0,ATP,down,United Kingdom,128,2026-02-12 02:42:18
368,Viacheslav Bielinskyi,930.0,ATP,down,Ukraine,128,2026-02-12 02:42:18
369,Christian Langmo,2021.0,ATP,up,USA,128,2026-02-12 02:42:18
370,Yuta Shimizu,2100.0,ATP,up,Japan,127,2026-02-12 02:42:18
371,Tung-Lin Wu,1062.0,ATP,down,Taiwan,127,2026-02-12 02:42:18
372,Dominic Stricker,379.0,ATP,down,Switzerland,126,2026-02-12 02:42:18
373,Aziz Dougaz,798.0,ATP,same,Tunisia,126,2026-02-12 02:42:18
374,Cezar Cretu,972.0,ATP,same,Romania,126,2026-02-12 02:42:18
375,Mert Alkaya,8972.0,ATP,same,Turkey,126,2026-02-12 02:42:18
376,Inaki Montes-De La Torre,10232.0,ATP,up,Spain,125,2026-02-12 02:42:18
377,Taro Daniel,2406.0,ATP,down,Japan,124,2026-02-12 02:42:18
378,Pedro Sakamoto,4741.0,ATP,up,Brazil,124,2026-02-12 02:42:18
379,David Jorda Sanchis,2019.0,ATP,up,Spain,124,2026-02-12 02:42:18
380,Andrea Vavassori,418.0,ATP,up,Italy,123,2026-02-12 02:42:18
381,Raphael Perot,53339.0,ATP,down,France,123,2026-02-12 02:42:18
382,Nicolas Alvarez Varona,565.0,ATP,up,Spain,123,2026-02-12 02:42:18
383,Marc Polmans,2735.0,ATP,up,Australia,123,2026-02-12 02:42:18
384,Aidan McHugh,875.0,ATP,up,United Kingdom,123,2026-02-12 02:42:18
385,Dan Martin,23350.0,ATP,down,Canada,122,2026-02-12 02:42:18
386,Emanuel Ambrogi Luciano,14270.0,ATP,down,Argentina,122,2026-02-12 02:42:18
387,Gastao Elias,404.0,ATP,up,Portugal,121,2026-02-12 02:42:18
388,Ioannis Xilas,19218.0,ATP,up,Greece,121,2026-02-12 02:42:18
389,Facundo Bagnis,1089.0,ATP,up,Argentina,120,2026-02-12 02:42:18
390,Christopher Eubanks,1059.0,ATP,up,USA,120,2026-02-12 02:42:18
391,Adria Soriano Barrera,1330.0,ATP,up,Colombia,120,2026-02-12 02:42:18
392,Alberto Caniato Carlo,24283.0,ATP,up,Italy,120,2026-02-12 02:42:18
393,Hyeon Chung,3135.0,ATP,up,South Korea,120,2026-02-12 02:42:18
394,Mili Poljicak,943.0,ATP,up,Croatia,120,2026-02-12 02:42:18
395,Federico Arnaboldi,1240.0,ATP,up,Italy,120,2026-02-12 02:42:18
396,Kasidit Samrej,10124.0,ATP,up,Thailand,120,2026-02-12 02:42:18
397,Hernan Casanova,560.0,ATP,down,Argentina,119,2026-02-12 02:42:18
398,Omar Jasika,1261.0,ATP,up,Australia,119,2026-02-12 02:42:18
399,Corentin Denolly,8223.0,ATP,up,France,119,2026-02-12 02:42:18
400,Albert Ramos-Vinolas,1090.0,ATP,up,Spain,118,2026-02-12 02:42:18
401,Aryan Shah,51257.0,ATP,down,India,118,2026-02-12 02:42:18
402,Arthur Bouquier,1311.0,ATP,up,France,117,2026-02-12 02:42:18
403,Andrea Picchione,8782.0,ATP,up,Italy,117,2026-02-12 02:42:18
404,Daniel Milavsky,15277.0,ATP,down,USA,117,2026-02-12 02:42:18
405,Hayato Matsuoka,38778.0,ATP,up,Japan,117,2026-02-12 02:42:18
406,Marek Gengel,1321.0,ATP,up,Czech Republic,117,2026-02-12 02:42:18
407,Samir Banerjee,2974.0,ATP,up,USA,116,2026-02-12 02:42:18
408,Alastair Gray,2110.0,ATP,up,United Kingdom,116,2026-02-12 02:42:18
409,Alexey Vatutin,1878.0,ATP,up,World,116,2026-02-12 02:42:18
410,Olle Wallin,38131.0,ATP,up,Sweden,116,2026-02-12 02:42:18
411,Michele Ribecai,40082.0,ATP,up,Italy,116,2026-02-12 02:42:18
412,Kilian Feldbausch,1297.0,ATP,down,Switzerland,115,2026-02-12 02:42:18
413,Alex Hernandez,,ATP,up,Mexico,115,2026-02-12 02:42:18
414,Lucas Poullain,1315.0,ATP,up,France,115,2026-02-12 02:42:18
415,Li Tu,1883.0,ATP,up,Australia,114,2026-02-12 02:42:18
416,Oriol Roca Batalla,588.0,ATP,up,Spain,114,2026-02-12 02:42:18
417,Mariano Kestelboim,8896.0,ATP,up,Argentina,114,2026-02-12 02:42:18
418,Alex Martinez,,ATP,up,Spain,114,2026-02-12 02:42:18
419,Maks Kasnikowski,1242.0,ATP,up,Poland,113,2026-02-12 02:42:18
420,Patrick Maloney,37922.0,ATP,up,USA,113,2026-02-12 02:42:18
421,Jie Cui,1274.0,ATP,up,China,113,2026-02-12 02:42:18
422,Buvaysar Gadamauri,12832.0,ATP,down,Belgium,113,2026-02-12 02:42:18
423,Radu Albot,363.0,ATP,up,Moldova,112,2026-02-12 02:42:18
424,Neil Oberleitner,1301.0,ATP,up,Austria,112,2026-02-12 02:42:18
425,Stuart Parker,2111.0,ATP,up,United Kingdom,111,2026-02-12 02:42:18
426,Cyril Vandermeersch,11809.0,ATP,down,France,111,2026-02-12 02:42:18
427,Luca Potenza,2235.0,ATP,up,Italy,111,2026-02-12 02:42:18
428,Lorenzo Carboni,49616.0,ATP,up,Italy,110,2026-02-12 02:42:18
429,Vadym Ursu,7269.0,ATP,up,Ukraine,110,2026-02-12 02:42:18
430,Arthur Weber,24769.0,ATP,up,France,109,2026-02-12 02:42:18
431,Robert Strombachs,7489.0,ATP,up,Latvia,109,2026-02-12 02:42:18
432,Svyatoslav Gulin,13386.0,ATP,down,World,109,2026-02-12 02:42:18
433,Daniel Masur,411.0,ATP,down,Germany,108,2026-02-12 02:42:18
434,Karan Singh,8537.0,ATP,up,India,108,2026-02-12 02:42:18
435,Roberto Cid Subervi,2956.0,ATP,up,Dominican Republic,107,2026-02-12 02:42:18
436,Stefano Napolitano,3915.0,ATP,up,Italy,107,2026-02-12 02:42:18
437,Yanki Erel,10541.0,ATP,up,Turkey,107,2026-02-12 02:42:18
438,Luca Castelnuovo,2220.0,ATP,up,Switzerland,107,2026-02-12 02:42:18
439,Antoine Escoffier,1068.0,ATP,up,France,107,2026-02-12 02:42:18
440,Erik Arutiunian,13389.0,ATP,up,World,107,2026-02-12 02:42:18
441,Rudolf Molleker,893.0,ATP,down,Germany,107,2026-02-12 02:42:18
442,Hikaru Shiraishi,13697.0,ATP,up,Japan,107,2026-02-12 02:42:18
443,Lukas Pokorny,935.0,ATP,up,Slovakia,106,2026-02-12 02:42:18
444,Juan Estevez,54079.0,ATP,down,Argentina,106,2026-02-12 02:42:18
445,Federico Bondioli,37892.0,ATP,up,Italy,106,2026-02-12 02:42:18
446,Marvin Moeller,7349.0,ATP,up,Germany,105,2026-02-12 02:42:18
447,Dali Blanch,1314.0,ATP,down,USA,104,2026-02-12 02:42:18
448,Stefan Palosi,9656.0,ATP,up,Romania,104,2026-02-12 02:42:18
449,Etienne Donnet,40125.0,ATP,up,France,102,2026-02-12 02:42:18
450,Eduardo Ribeiro,6712.0,ATP,up,Brazil,102,2026-02-12 02:42:18
451,Milos Karol,817.0,ATP,up,Slovakia,102,2026-02-12 02:42:18
452,Max Wiskandt,9110.0,ATP,down,Germany,102,2026-02-12 02:42:18
453,Alibek Kachmazov,1197.0,ATP,up,World,101,2026-02-12 02:42:18
454,Lui Maxted,37938.0,ATP,down,United Kingdom,101,2026-02-12 02:42:18
455,Andrew Fenty,6696.0,ATP,up,USA,101,2026-02-12 02:42:18
456,Thomas Faurel,65519.0,ATP,up,France,101,2026-02-12 02:42:18
457,James Story,38266.0,ATP,down,United Kingdom,100,2026-02-12 02:42:18
458,Blake Ellis,7890.0,ATP,down,Australia,99,2026-02-12 02:42:18
459,Mika Brunold,37882.0,ATP,up,Switzerland,98,2026-02-12 02:42:18
460,Orlando Fellin Pietro,8649.0,ATP,down,Italy,98,2026-02-12 02:42:18
461,Jack Loge,38176.0,ATP,up,Belgium,98,2026-02-12 02:42:18
462,Andrey Chepelev,4061.0,ATP,up,World,98,2026-02-12 02:42:18
463,Gianmarco Ferrari,658.0,ATP,up,Italy,97,2026-02-12 02:42:18
464,Alexandr Binda,13409.0,ATP,up,Italy,97,2026-02-12 02:42:18
465,Jakub Paul,1966.0,ATP,up,Switzerland,96,2026-02-12 02:42:18
466,Valerio Aboian,703.0,ATP,down,Argentina,95,2026-02-12 02:42:18
467,Ognjen Milic,52882.0,ATP,up,Serbia,95,2026-02-12 02:42:18
468,Blaise Bicknell,1251.0,ATP,up,Jamaica,95,2026-02-12 02:42:18
469,Moerani Bouzige,7912.0,ATP,up,Australia,95,2026-02-12 02:42:18
470,Dhakshineswar Suresh,18341.0,ATP,up,India,94,2026-02-12 02:42:18
471,Bernabe Zapata Miralles,403.0,ATP,up,Spain,94,2026-02-12 02:42:18
472,Bor Artnak,10846.0,ATP,up,Slovenia,94,2026-02-12 02:42:18
473,Carlos Lopez Montagud,975.0,ATP,up,Spain,94,2026-02-12 02:42:18
474,Filippo Moroni,8324.0,ATP,up,Italy,92,2026-02-12 02:42:18
475,Takuya Kumasaka,20616.0,ATP,up,Japan,92,2026-02-12 02:42:18
476,Dusan Obradovic,941.0,ATP,down,Serbia,92,2026-02-12 02:42:18
477,Filip Peliwo,1313.0,ATP,up,Poland,92,2026-02-12 02:42:18
478,Nikolay Vylegzhanin,12829.0,ATP,up,World,91,2026-02-12 02:42:18
479,Eero Vasa,765.0,ATP,up,Finland,91,2026-02-12 02:42:18
480,Henry Searle,38784.0,ATP,up,United Kingdom,91,2026-02-12 02:42:18
481,Giovanni Fonio,1855.0,ATP,up,Italy,90,2026-02-12 02:42:18
482,Yan Bai,4157.0,ATP,up,China,89,2026-02-12 02:42:18
483,Braden Shick,37912.0,ATP,down,USA,89,2026-02-12 02:42:18
484,Andrea Guerrieri,853.0,ATP,up,Italy,89,2026-02-12 02:42:18
485,Petr Nesterov,9220.0,ATP,down,Bulgaria,89,2026-02-12 02:42:18
486,Manas Dhamne,54470.0,ATP,up,India,89,2026-02-12 02:42:18
487,Dylan Hara Friend Jay,69562.0,ATP,up,Japan,88,2026-02-12 02:42:18
488,Joaquin Rodriguez Lorenzo,14085.0,ATP,up,Argentina,88,2026-02-12 02:42:18
489,Aristotelis Thanos,749.0,ATP,up,Greece,87,2026-02-12 02:42:18
490,Emil Overbeck Carl,20568.0,ATP,down,Denmark,87,2026-02-12 02:42:18
491,Enrico Dalla Valle,5675.0,ATP,down,Italy,87,2026-02-12 02:42:18
492,Edward Winter,3318.0,ATP,up,Australia,87,2026-02-12 02:42:18
493,Tsung-Hao Huang,792.0,ATP,up,Taiwan,87,2026-02-12 02:42:18
494,Mirza Basic,1080.0,ATP,up,Bosnia and Herzegovina,86,2026-02-12 02:42:18
495,Cannon Kingsley,3710.0,ATP,up,USA,86,2026-02-12 02:42:18
496,Alex Marti Pujolras,988.0,ATP,up,Spain,86,2026-02-12 02:42:18
497,Jake Delaney,7078.0,ATP,up,Australia,85,2026-02-12 02:42:18
498,Laurent Lokoli,1076.0,ATP,down,France,84,2026-02-12 02:42:18
499,Eduardo Schiessl Joao,22055.0,ATP,up,Brazil,84,2026-02-12 02:42:18
500,Vladyslav Orlov,932.0,ATP,up,Ukraine,84,2026-02-12 02:42:18
501,Nicolas Arseneault,71261.0,ATP,up,Canada,83,2026-02-12 02:42:18
502,Henry Bernet,57540.0,ATP,up,Switzerland,83,2026-02-12 02:42:18
503,Moise Kouame,68751.0,ATP,down,France,83,2026-02-12 02:42:18
504,Tristan McCormick,20665.0,ATP,same,USA,83,2026-02-12 02:42:18
505,Stefan Dostanic,37907.0,ATP,down,USA,82,2026-02-12 02:42:18
506,Yusuke Takahashi,2508.0,ATP,up,Japan,82,2026-02-12 02:42:18
507,Olaf Pieczkowski,10838.0,ATP,up,Poland,81,2026-02-12 02:42:18
508,Alexander Weis,2023.0,ATP,up,Italy,81,2026-02-12 02:42:18
509,Tommaso Compagnucci,851.0,ATP,down,Italy,81,2026-02-12 02:42:18
510,Tadeas Paroulek,6751.0,ATP,up,Czech Republic,81,2026-02-12 02:42:18
511,Mateus Alves,28260.0,ATP,up,Brazil,81,2026-02-12 02:42:18
512,Philip Sekulic,3316.0,ATP,up,Australia,80,2026-02-12 02:42:18
513,Mukund Sasikumar,1200.0,ATP,same,India,80,2026-02-12 02:42:18
514,Branko Djuric,37896.0,ATP,up,Serbia,80,2026-02-12 02:42:18
515,Quinn Vandecasteele,5778.0,ATP,down,USA,80,2026-02-12 02:42:18
516,Stefan Popovic,840.0,ATP,down,Serbia,80,2026-02-12 02:42:18
517,Samuele Pieri,20697.0,ATP,up,Italy,79,2026-02-12 02:42:18
518,Shunsuke Mitsui,22253.0,ATP,down,Japan,78,2026-02-12 02:42:18
519,Renzo Olivo,1081.0,ATP,up,Argentina,78,2026-02-12 02:42:18
520,Dominik Palan,741.0,ATP,up,Czech Republic,78,2026-02-12 02:42:18
521,Adrian Andreescu Stefan,38014.0,ATP,up,Romania,78,2026-02-12 02:42:18
522,Pedro Vives Marcos,4051.0,ATP,up,Spain,77,2026-02-12 02:42:18
523,Ryuki Matsuda,793.0,ATP,up,Japan,77,2026-02-12 02:42:18
524,Justin Boulais,5767.0,ATP,down,Canada,77,2026-02-12 02:42:18
525,Tomasz Berkieta,37927.0,ATP,down,Poland,77,2026-02-12 02:42:18
526,Mae Malige,53274.0,ATP,up,France,77,2026-02-12 02:42:18
527,Sergio Callejon Hernando,50705.0,ATP,up,Spain,77,2026-02-12 02:42:18
528,Arthur Nagel,38026.0,ATP,up,France,77,2026-02-12 02:42:18
529,Bruno Kuzuhara,662.0,ATP,up,USA,77,2026-02-12 02:42:18
530,Matthew Dellavedova,1258.0,ATP,up,Australia,77,2026-02-12 02:42:18
531,Yuki Mochizuki,10334.0,ATP,down,Japan,76,2026-02-12 02:42:18
532,Maximilian Neuchrist,897.0,ATP,up,Austria,76,2026-02-12 02:42:18
533,Aleksandre Bakshi,1303.0,ATP,up,Georgia,76,2026-02-12 02:42:18
534,Fares Zakaria,79642.0,ATP,up,Egypt,76,2026-02-12 02:42:18
535,Alberto Barroso Campos,1266.0,ATP,up,Spain,76,2026-02-12 02:42:18
536,Ryan Nijboer,9131.0,ATP,up,Netherlands,76,2026-02-12 02:42:18
537,Joshua Sheehy,1254.0,ATP,down,USA,75,2026-02-12 02:42:18
538,Max Schoenhaus,56893.0,ATP,down,Germany,75,2026-02-12 02:42:18
539,Hiroki Moriya,3202.0,ATP,up,Japan,75,2026-02-12 02:42:18
540,Peter Fajta,923.0,ATP,up,Hungary,75,2026-02-12 02:42:18
541,Maxim Zhukov,2209.0,ATP,up,World,75,2026-02-12 02:42:18
542,Eric Vanshelboim,1196.0,ATP,up,Ukraine,75,2026-02-12 02:42:18
543,Ivan Marrero Curbelo,4727.0,ATP,up,Spain,74,2026-02-12 02:42:18
544,Maxwell McKennon,39941.0,ATP,up,USA,74,2026-02-12 02:42:18
545,Pavle Marinkov,38851.0,ATP,down,Australia,74,2026-02-12 02:42:18
546,Oleksandr Ovcharenko,815.0,ATP,up,Ukraine,74,2026-02-12 02:42:18
547,Emil Ruusuvuori,1770.0,ATP,up,Finland,73,2026-02-12 02:42:18
548,Khumoyun Sultanov,6983.0,ATP,down,Uzbekistan,73,2026-02-12 02:42:18
549,Masamichi Imamura,10276.0,ATP,up,Japan,73,2026-02-12 02:42:18
550,Gabriele Pennaforti,652.0,ATP,up,Italy,72,2026-02-12 02:42:18
551,Nino Ehrenschneider,10101.0,ATP,down,Germany,72,2026-02-12 02:42:18
552,Maxime Janvier,580.0,ATP,up,France,72,2026-02-12 02:42:18
553,Elmar Ejupovic,1881.0,ATP,up,Germany,71,2026-02-12 02:42:18
554,Egor Agafonov,650.0,ATP,up,World,71,2026-02-12 02:42:18
555,Robin Catry,40126.0,ATP,up,France,71,2026-02-12 02:42:18
556,Johan Nikles,428.0,ATP,up,Switzerland,71,2026-02-12 02:42:18
557,Lucio Ratti,10022.0,ATP,down,Argentina,71,2026-02-12 02:42:18
558,Andre Saraiva Dos Santos Paulo,10508.0,ATP,up,Brazil,71,2026-02-12 02:42:18
559,Tristan Lamasine,1973.0,ATP,up,France,70,2026-02-12 02:42:18
560,Filippo Romano,39002.0,ATP,down,Italy,70,2026-02-12 02:42:18
561,Tai Sach,885.0,ATP,down,Australia,70,2026-02-12 02:42:18
562,Amr Elsayed,676.0,ATP,up,Egypt,70,2026-02-12 02:42:18
563,Igor Gimenez,8681.0,ATP,up,Brazil,70,2026-02-12 02:42:18
564,Kokoro Isomura,9226.0,ATP,down,Japan,70,2026-02-12 02:42:18
565,Reda Bennani,38261.0,ATP,up,Morocco,69,2026-02-12 02:42:18
566,Georgii Kravchenko,2106.0,ATP,down,Ukraine,69,2026-02-12 02:42:18
567,Woobin Shin,10857.0,ATP,up,South Korea,69,2026-02-12 02:42:18
568,Sebastian Sorger,22921.0,ATP,up,Austria,69,2026-02-12 02:42:18
569,Niels Visker,14641.0,ATP,down,Netherlands,69,2026-02-12 02:42:18
570,Sebastian Gima,2015.0,ATP,up,Romania,68,2026-02-12 02:42:18
571,Hans Rehberg Max,3604.0,ATP,up,Germany,67,2026-02-12 02:42:18
572,Alexander Ritschard,408.0,ATP,up,Switzerland,67,2026-02-12 02:42:18
573,Ricardas Berankis,1767.0,ATP,up,Lithuania,67,2026-02-12 02:42:18
574,Arda Azkara,33897.0,ATP,up,Turkey,67,2026-02-12 02:42:18
575,Manuel Mazza,695.0,ATP,up,Italy,67,2026-02-12 02:42:18
576,Tibo Colson,961.0,ATP,up,Belgium,67,2026-02-12 02:42:18
577,Oleksii Krutykh,1177.0,ATP,up,Ukraine,67,2026-02-12 02:42:18
578,Taha Baadi,9881.0,ATP,down,Morocco,67,2026-02-12 02:42:18
579,Karl Poling,8886.0,ATP,up,USA,67,2026-02-12 02:42:18
580,Constantin Bittoun Kouzmine,13283.0,ATP,down,France,67,2026-02-12 02:42:18
581,Mihai Papoe Radu,15768.0,ATP,up,Romania,66,2026-02-12 02:42:18
582,Joaquin Aguilar Cardozo,38832.0,ATP,up,Uruguay,66,2026-02-12 02:42:18
583,Kirill Kivattsev,1944.0,ATP,up,World,66,2026-02-12 02:42:18
584,Sebastian Gomez Juan,712.0,ATP,down,Colombia,65,2026-02-12 02:42:18
585,Nicolae Madaras Dragos,1860.0,ATP,up,Sweden,65,2026-02-12 02:42:18
586,Govind Nanda,2968.0,ATP,up,USA,65,2026-02-12 02:42:18
587,Jeff Planinsek Filip,40154.0,ATP,up,Slovenia,65,2026-02-12 02:42:18
588,Fernando Rubio Fierros Alan,14088.0,ATP,up,Mexico,65,2026-02-12 02:42:18
589,Michael Vrbensky,1947.0,ATP,up,Czech Republic,65,2026-02-12 02:42:18
590,Michal Krajci,38845.0,ATP,up,Slovakia,65,2026-02-12 02:42:18
591,Matthew Donald,1322.0,ATP,down,Czech Republic,65,2026-02-12 02:42:18
592,Digvijaypratap Singh,7098.0,ATP,up,India,64,2026-02-12 02:42:18
593,Leo Borg,810.0,ATP,up,Sweden,64,2026-02-12 02:42:18
594,Alexandru Tomescu Dan,10543.0,ATP,up,Romania,63,2026-02-12 02:42:18
595,Ergi Kirkin,1863.0,ATP,up,Turkey,63,2026-02-12 02:42:18
596,Koki Matsuda,37969.0,ATP,up,Japan,63,2026-02-12 02:42:18
597,Maria Zarate Carlos,65990.0,ATP,down,Argentina,63,2026-02-12 02:42:18
598,Nicholas Tudorica Alvin,52605.0,ATP,up,Canada,62,2026-02-12 02:42:18
599,Alejo Sanchez Quilez,52692.0,ATP,down,Spain,62,2026-02-12 02:42:18
600,Adhithya Ganesan,54464.0,ATP,up,USA,62,2026-02-12 02:42:18
602,Pawit Sornlaksup,38249.0,ATP,down,Thailand,61,2026-02-12 02:42:18
603,Dominik Kellovsky,8684.0,ATP,up,Czech Republic,61,2026-02-12 02:42:18
604,Nick Hardt,1853.0,ATP,up,Dominican Republic,60,2026-02-12 02:42:18
605,Andres Santamarta Roig,71815.0,ATP,up,Spain,60,2026-02-12 02:42:18
606,Loann Massard,38776.0,ATP,down,France,60,2026-02-12 02:42:18
607,Emilien Demanet,62513.0,ATP,up,Belgium,60,2026-02-12 02:42:18
608,David Ionel Nicholas,564.0,ATP,up,Romania,60,2026-02-12 02:42:18
609,Adrian Oetzbach,751.0,ATP,up,Germany,60,2026-02-12 02:42:18
610,Carlos Alvarez Valdes Luis,10514.0,ATP,up,Mexico,59,2026-02-12 02:42:18
611,Iliyan Radulov,38103.0,ATP,down,Bulgaria,59,2026-02-12 02:42:18
612,Aidan Mayo,9216.0,ATP,up,USA,59,2026-02-12 02:42:18
613,Alec Deckers,10019.0,ATP,down,Netherlands,59,2026-02-12 02:42:18
614,Mees Rottgering,53790.0,ATP,up,Netherlands,59,2026-02-12 02:42:18
615,Gerard Campana Lee,10845.0,ATP,up,South Korea,59,2026-02-12 02:42:18
616,Yassine Dlimi,14468.0,ATP,up,Morocco,58,2026-02-12 02:42:18
617,Shintaro Imai,5216.0,ATP,up,Japan,58,2026-02-12 02:42:18
618,Damien Wenger,83433.0,ATP,up,Switzerland,58,2026-02-12 02:42:18
619,Lorenzo Sciahbasi,32336.0,ATP,up,Italy,58,2026-02-12 02:42:18
620,Maxence Beauge,1312.0,ATP,up,France,58,2026-02-12 02:42:18
621,Louis Wessels,1955.0,ATP,up,Germany,58,2026-02-12 02:42:18
622,Aziz Ouakaa,1876.0,ATP,up,Tunisia,58,2026-02-12 02:42:18
623,Mate Valkusz,563.0,ATP,up,Hungary,57,2026-02-12 02:42:18
624,Jacopo Vasami,73841.0,ATP,down,Italy,57,2026-02-12 02:42:18
625,Karol Filar,15548.0,ATP,up,Poland,57,2026-02-12 02:42:18
626,Yi Lee Kuan,,ATP,up,Taiwan,57,2026-02-12 02:42:18
627,Prajwal Dev S D,11781.0,ATP,up,India,57,2026-02-12 02:42:18
628,Mario Gonzalez Fernandez,15921.0,ATP,up,Spain,57,2026-02-12 02:42:18
629,Imanol Lopez Morillo,991.0,ATP,up,Spain,57,2026-02-12 02:42:18
630,Nicolas Moreno De Alboran,1179.0,ATP,same,USA,56,2026-02-12 02:42:18
631,Cem Ilkel,1736.0,ATP,same,Turkey,56,2026-02-12 02:42:18
632,Kenta Miyoshi,10873.0,ATP,same,Japan,56,2026-02-12 02:42:18
633,Yuta Kawahashi,10335.0,ATP,same,Japan,56,2026-02-12 02:42:18
634,Cruz Martin Manzano Juan,56246.0,ATP,down,Italy,56,2026-02-12 02:42:18
635,Denis Klok,2101.0,ATP,down,World,56,2026-02-12 02:42:18
636,Daniel Siniakov,899.0,ATP,down,Czech Republic,55,2026-02-12 02:42:18
637,Jakub Nicod,2516.0,ATP,down,Czech Republic,55,2026-02-12 02:42:18
638,Maxime Chazal,1332.0,ATP,down,France,55,2026-02-12 02:42:18
639,Dennis Novak,1753.0,ATP,up,Austria,55,2026-02-12 02:42:18
640,Yecong Mo,37952.0,ATP,same,China,55,2026-02-12 02:42:18
641,Felix Balshaw,52682.0,ATP,up,France,55,2026-02-12 02:42:18
642,William Grant,7309.0,ATP,down,USA,55,2026-02-12 02:42:18
643,Andrew Paulson,888.0,ATP,up,Czech Republic,54,2026-02-12 02:42:18
644,Christian Sigsgaard,773.0,ATP,up,Denmark,54,2026-02-12 02:42:18
645,Yusuke Kusuhara,39158.0,ATP,up,Japan,54,2026-02-12 02:42:18
646,Rigele Te,663.0,ATP,up,China,54,2026-02-12 02:42:18
647,Santiago De La Fuente,9597.0,ATP,down,Argentina,54,2026-02-12 02:42:18
648,Massimo Giunta,37933.0,ATP,same,Italy,54,2026-02-12 02:42:18
649,Alexander Rodriguez Johan,9221.0,ATP,up,Colombia,53,2026-02-12 02:42:18
650,Naoki Nakagawa,4136.0,ATP,down,Japan,53,2026-02-12 02:42:18
651,Francesco Forti,1191.0,ATP,down,Italy,53,2026-02-12 02:42:18
652,Felix Corwin,3703.0,ATP,down,USA,53,2026-02-12 02:42:18
653,Facundo Juarez,8880.0,ATP,up,Italy,53,2026-02-12 02:42:18
654,Semen Pankin,54138.0,ATP,down,World,53,2026-02-12 02:42:18
655,Ryan Fishback,52052.0,ATP,up,USA,53,2026-02-12 02:42:18
656,Kyle Kang,9518.0,ATP,up,USA,52,2026-02-12 02:42:18
657,Aidan Kim,9381.0,ATP,up,USA,52,2026-02-12 02:42:18
658,Alafia Ayeni,2481.0,ATP,up,USA,52,2026-02-12 02:42:18
659,Toby Kodat,716.0,ATP,up,USA,52,2026-02-12 02:42:18
660,Igor Kudriashov,9218.0,ATP,up,World,52,2026-02-12 02:42:18
661,Stijn Slump,38041.0,ATP,down,Netherlands,52,2026-02-12 02:42:18
