player_key,player_name,player_country,player_bday,player_logo,download_time
55858,D. Dedura-Palomero,Germany,12.03.2008,https://api.api-tennis.com/logo-tennis/55858_d-dedura-palomero.jpg,2025-12-29 18:58:19
