results_for_player_key,event_key,event_date,event_time,event_first_player,first_player_key,event_second_player,second_player_key,event_final_result,event_game_result,event_serve,event_winner,event_status,event_type_type,tournament_name,tournament_key,tournament_round,tournament_season,event_live,event_qualification,event_first_player_logo,event_second_player_logo,download_time
2083,12006834,2025-01-12,04:05,C. Ruud,430,J. Munar,2083,3 - 2,-,,First Player,Finished,Atp Singles,Australian Open,1236,Australian Open - 1/64-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/430_c-ruud.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,2026-01-11 16:03:58
2083,12011296,2025-02-05,18:40,J. Munar,2083,Y. Bu,796,2 - 0,-,,First Player,Finished,Atp Singles,Dallas,5232,Dallas - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/796_b-yunchaokete.jpg,2026-01-11 16:03:58
2083,12011965,2025-02-06,21:35,J. Munar,2083,B. Shelton,2973,2 - 0,-,,First Player,Finished,Atp Singles,Dallas,5232,Dallas - 1/8-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/2973_b-shelton.jpg,2026-01-11 16:03:58
2083,12012222,2025-02-07,19:10,M. Arnaldi,1192,J. Munar,2083,1 - 2,-,,Second Player,Finished,Atp Singles,Dallas,5232,Dallas - Quarter-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1192_m-arnaldi.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,2026-01-11 16:03:58
2083,12012330,2025-02-08,21:10,J. Munar,2083,C. Ruud,430,1 - 2,-,,Second Player,Finished,Atp Singles,Dallas,5232,Dallas - Semi-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/430_c-ruud.jpg,2026-01-11 16:03:58
2083,12012460,2025-02-12,20:30,C. Moutet,2674,J. Munar,2083,-,-,,,Cancelled,Atp Singles,ATP Buenos Aires,1246,ATP Buenos Aires - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2674_c-moutet.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,2026-01-11 16:03:58
2083,12013881,2025-02-18,02:10,J. Munar,2083,T. Seyboth Wild,1086,2 - 1,-,,First Player,Finished,Atp Singles,Rio de Janeiro,2125,Rio de Janeiro - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/1086_t-seyboth-wild.jpg,2026-01-11 16:03:58
2083,12014603,2025-02-20,20:40,J. Munar,2083,J. Faria,824,1 - 2,-,,Second Player,Finished,Atp Singles,Rio de Janeiro,2125,Rio de Janeiro - 1/8-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/824_j-faria.jpg,2026-01-11 16:03:58
2083,12017388,2025-03-05,20:10,J. Munar,2083,K. Nishikori,2985,1 - 2,-,,Second Player,Finished,Atp Singles,Indian Wells,1903,Indian Wells - 1/64-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/2985_k-nishikori.jpg,2026-01-11 16:03:58
2083,12020691,2025-03-19,23:35,A. Rinderknech,1902,J. Munar,2083,0 - 2,-,,Second Player,Finished,Atp Singles,Miami,1928,Miami - 1/64-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1902_a-rinderknech.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,2026-01-11 16:03:58
2083,12021682,2025-03-21,19:05,D. Medvedev,1093,J. Munar,2083,0 - 2,-,,Second Player,Finished,Atp Singles,Miami,1928,Miami - 1/32-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1093_d-medvedev.jpg,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,2026-01-11 16:03:58
2083,12022033,2025-03-23,23:55,J. Munar,2083,G. Monfils,2845,1 - 2,-,,Second Player,Finished,Atp Singles,Miami,1928,Miami - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2083_j-munar.jpg,https://api.api-tennis.com/logo-tennis/2845_g-monfils.jpg,2026-01-11 16:03:58
