event_key,event_date,set_number,number_game,player_served,serve_winner,serve_lost,game_score,number_point,point_score,break_point,set_point,match_point,download_time
12006807,2025-01-14,Set 1,1,First Player,First Player,,1 - 0,1,0 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,1,First Player,First Player,,1 - 0,2,0 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,1,First Player,First Player,,1 - 0,3,15 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,1,First Player,First Player,,1 - 0,4,30 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,1,First Player,First Player,,1 - 0,5,40 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,1,0 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,2,15 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,3,15 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,4,15 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,5,30 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,6,40 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,7,40 - A,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,8,40 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,9,A - 40,First Play,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,10,40 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,11,A - 40,First Play,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,12,40 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,2,Second Player,Second Player,,1 - 1,13,40 - A,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,3,First Player,Second Player,First Player,1 - 2,1,0 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,3,First Player,Second Player,First Player,1 - 2,2,0 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,3,First Player,Second Player,First Player,1 - 2,3,15 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,3,First Player,Second Player,First Player,1 - 2,4,15 - 40,First Play,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,4,Second Player,Second Player,,1 - 3,1,0 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,4,Second Player,Second Player,,1 - 3,2,0 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,4,Second Player,Second Player,,1 - 3,3,15 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,4,Second Player,Second Player,,1 - 3,4,30 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,4,Second Player,Second Player,,1 - 3,5,30 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,1,0 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,2,15 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,3,30 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,4,40 - 15,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,5,40 - 30,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,6,40 - 40,,,,2026-01-11 16:03:57
12006807,2025-01-14,Set 1,5,First Player,Second Player,First Player,1 - 4,7,40 - A,First Play,,,2026-01-11 16:03:57
