event_key,event_date,score_first,score_second,score_set,download_time
12018262,2025-03-10,0,0,4,2026-01-11 16:12:59
12018262,2025-03-10,0,0,5,2026-01-11 16:12:59
12021683,2025-03-21,3,6,1,2026-01-11 16:12:59
12021683,2025-03-21,7.7,6.4,2,2026-01-11 16:12:59
12021683,2025-03-21,7,5,3,2026-01-11 16:12:59
12021683,2025-03-21,0,0,4,2026-01-11 16:12:59
12021683,2025-03-21,0,0,5,2026-01-11 16:12:59
12022024,2025-03-23,4,6,1,2026-01-11 16:12:59
12022024,2025-03-23,6,2,2,2026-01-11 16:12:59
12022024,2025-03-23,6,3,3,2026-01-11 16:12:59
12022024,2025-03-23,0,0,4,2026-01-11 16:12:59
12022024,2025-03-23,0,0,5,2026-01-11 16:12:59
12022303,2025-03-25,2,6,1,2026-01-11 16:12:59
12022303,2025-03-25,2,6,2,2026-01-11 16:12:59
12022303,2025-03-25,0,0,3,2026-01-11 16:12:59
12022303,2025-03-25,0,0,4,2026-01-11 16:12:59
12022303,2025-03-25,0,0,5,2026-01-11 16:12:59
12025525,2025-04-07,6,4,1,2026-01-11 16:12:59
12025525,2025-04-07,5,7,2,2026-01-11 16:12:59
12025525,2025-04-07,3,6,3,2026-01-11 16:12:59
12025525,2025-04-07,0,0,4,2026-01-11 16:12:59
12025525,2025-04-07,0,0,5,2026-01-11 16:12:59
12025762,2025-04-09,6,1,1,2026-01-11 16:12:59
12025762,2025-04-09,5,7,2,2026-01-11 16:12:59
12025762,2025-04-09,2,6,3,2026-01-11 16:12:59
12025762,2025-04-09,0,0,4,2026-01-11 16:12:59
12025762,2025-04-09,0,0,5,2026-01-11 16:12:59
12026234,2025-04-10,3,6,1,2026-01-11 16:12:59
12026234,2025-04-10,3,6,2,2026-01-11 16:12:59
12026234,2025-04-10,0,0,3,2026-01-11 16:12:59
12026234,2025-04-10,0,0,4,2026-01-11 16:12:59
12026234,2025-04-10,0,0,5,2026-01-11 16:12:59
12026502,2025-04-11,1,6,1,2026-01-11 16:12:59
12026502,2025-04-11,6,3,2,2026-01-11 16:12:59
12026502,2025-04-11,6,4,3,2026-01-11 16:12:59
12026502,2025-04-11,0,0,4,2026-01-11 16:12:59
12026502,2025-04-11,0,0,5,2026-01-11 16:12:59
12026674,2025-04-12,1,6,1,2026-01-11 16:12:59
12026674,2025-04-12,6,4,2,2026-01-11 16:12:59
12026674,2025-04-12,7.7,6.4,3,2026-01-11 16:12:59
12026674,2025-04-12,0,0,4,2026-01-11 16:12:59
12026674,2025-04-12,0,0,5,2026-01-11 16:12:59
12026829,2025-04-14,0,0,1,2026-01-11 16:12:59
12026829,2025-04-14,0,0,2,2026-01-11 16:12:59
12026829,2025-04-14,0,0,3,2026-01-11 16:12:59
12026829,2025-04-14,0,0,4,2026-01-11 16:12:59
12026829,2025-04-14,0,0,5,2026-01-11 16:12:59
12026896,2025-04-13,6,3,1,2026-01-11 16:12:59
12026896,2025-04-13,1,6,2,2026-01-11 16:12:59
12026896,2025-04-13,0,6,3,2026-01-11 16:12:59
12026896,2025-04-13,0,0,4,2026-01-11 16:12:59
12026896,2025-04-13,0,0,5,2026-01-11 16:12:59
12029671,2025-04-26,6.3,7.7,1,2026-01-11 16:12:59
12029671,2025-04-26,2,6,2,2026-01-11 16:12:59
12029671,2025-04-26,0,0,3,2026-01-11 16:12:59
12029671,2025-04-26,0,0,4,2026-01-11 16:12:59
12029671,2025-04-26,0,0,5,2026-01-11 16:12:59
12029932,2025-04-29,5,7,1,2026-01-11 16:12:59
12029932,2025-04-29,6.3,7.7,2,2026-01-11 16:12:59
12029932,2025-04-29,0,0,3,2026-01-11 16:12:59
12029932,2025-04-29,0,0,4,2026-01-11 16:12:59
12029932,2025-04-29,0,0,5,2026-01-11 16:12:59
12030647,2025-04-30,4,6,1,2026-01-11 16:12:59
12030647,2025-04-30,2,6,2,2026-01-11 16:12:59
12030647,2025-04-30,0,0,3,2026-01-11 16:12:59
12030647,2025-04-30,0,0,4,2026-01-11 16:12:59
12030647,2025-04-30,0,0,5,2026-01-11 16:12:59
12031134,2025-05-01,6,4,1,2026-01-11 16:12:59
12031134,2025-05-01,6,3,2,2026-01-11 16:12:59
12031134,2025-05-01,0,0,3,2026-01-11 16:12:59
12031134,2025-05-01,0,0,4,2026-01-11 16:12:59
12031134,2025-05-01,0,0,5,2026-01-11 16:12:59
12031295,2025-05-02,6,3,1,2026-01-11 16:12:59
12031295,2025-05-02,7.7,6.4,2,2026-01-11 16:12:59
12031295,2025-05-02,0,0,3,2026-01-11 16:12:59
12031295,2025-05-02,0,0,4,2026-01-11 16:12:59
12031295,2025-05-02,0,0,5,2026-01-11 16:12:59
12032633,2025-05-09,6,3,1,2026-01-11 16:12:59
12032633,2025-05-09,6,2,2,2026-01-11 16:12:59
12032633,2025-05-09,0,0,3,2026-01-11 16:12:59
12032633,2025-05-09,0,0,4,2026-01-11 16:12:59
12032633,2025-05-09,0,0,5,2026-01-11 16:12:59
12032959,2025-05-11,6,4,1,2026-01-11 16:12:59
12032959,2025-05-11,6,3,2,2026-01-11 16:12:59
12032959,2025-05-11,0,0,3,2026-01-11 16:12:59
12032959,2025-05-11,0,0,4,2026-01-11 16:12:59
12032959,2025-05-11,0,0,5,2026-01-11 16:12:59
12033220,2025-05-13,7,5,1,2026-01-11 16:12:59
12033220,2025-05-13,6,4,2,2026-01-11 16:12:59
12033220,2025-05-13,0,0,3,2026-01-11 16:12:59
12033220,2025-05-13,0,0,4,2026-01-11 16:12:59
12033220,2025-05-13,0,0,5,2026-01-11 16:12:59
12034193,2025-05-14,7.7,6.1,1,2026-01-11 16:12:59
12034193,2025-05-14,6,4,2,2026-01-11 16:12:59
12034193,2025-05-14,0,0,3,2026-01-11 16:12:59
12034193,2025-05-14,0,0,4,2026-01-11 16:12:59
12034193,2025-05-14,0,0,5,2026-01-11 16:12:59
12034597,2025-05-16,6,3,1,2026-01-11 16:12:59
12034597,2025-05-16,7.7,6.4,2,2026-01-11 16:12:59
12034597,2025-05-16,0,0,3,2026-01-11 16:12:59
12034597,2025-05-16,0,0,4,2026-01-11 16:12:59
12034597,2025-05-16,0,0,5,2026-01-11 16:12:59
12036910,2025-05-25,7,5,1,2026-01-11 16:12:59
12036910,2025-05-25,6,2,2,2026-01-11 16:12:59
12036910,2025-05-25,6,0,3,2026-01-11 16:12:59
12036910,2025-05-25,0,0,4,2026-01-11 16:12:59
12036910,2025-05-25,0,0,5,2026-01-11 16:12:59
12037187,2025-05-28,6,4,1,2026-01-11 16:12:59
12037187,2025-05-28,6,0,2,2026-01-11 16:12:59
12037187,2025-05-28,6,4,3,2026-01-11 16:12:59
12037187,2025-05-28,0,0,4,2026-01-11 16:12:59
12037187,2025-05-28,0,0,5,2026-01-11 16:12:59
12038366,2025-05-30,4,6,1,2026-01-11 16:12:59
12038366,2025-05-30,6,4,2,2026-01-11 16:12:59
12038366,2025-05-30,6,3,3,2026-01-11 16:12:59
12038366,2025-05-30,6,2,4,2026-01-11 16:12:59
12038366,2025-05-30,0,0,5,2026-01-11 16:12:59
12038774,2025-06-01,7,5,1,2026-01-11 16:12:59
12038774,2025-06-01,3,6,2,2026-01-11 16:12:59
12038774,2025-06-01,6,3,3,2026-01-11 16:12:59
12038774,2025-06-01,6,2,4,2026-01-11 16:12:59
12038774,2025-06-01,0,0,5,2026-01-11 16:12:59
12039212,2025-06-03,6,2,1,2026-01-11 16:12:59
12039212,2025-06-03,4,6,2,2026-01-11 16:12:59
12039212,2025-06-03,7,5,3,2026-01-11 16:12:59
12039212,2025-06-03,6,2,4,2026-01-11 16:12:59
12039212,2025-06-03,0,0,5,2026-01-11 16:12:59
12040166,2025-06-06,6,4,1,2026-01-11 16:12:59
12040166,2025-06-06,6.3,7.7,2,2026-01-11 16:12:59
12040166,2025-06-06,0,6,3,2026-01-11 16:12:59
12040166,2025-06-06,0,2,4,2026-01-11 16:12:59
12040166,2025-06-06,0,0,5,2026-01-11 16:12:59
12047524,2025-06-27,0,0,1,2026-01-11 16:12:59
12047524,2025-06-27,0,0,2,2026-01-11 16:12:59
12047524,2025-06-27,0,0,3,2026-01-11 16:12:59
12047524,2025-06-27,0,0,4,2026-01-11 16:12:59
12047524,2025-06-27,0,0,5,2026-01-11 16:12:59
12047717,2025-07-01,6,2,1,2026-01-11 16:12:59
12047717,2025-07-01,4,6,2,2026-01-11 16:12:59
12047717,2025-07-01,7,5,3,2026-01-11 16:12:59
12047717,2025-07-01,6,1,4,2026-01-11 16:12:59
12047717,2025-07-01,0,0,5,2026-01-11 16:12:59
12054938,2025-07-22,3,6,1,2026-01-11 16:12:59
12054938,2025-07-22,6,2,2,2026-01-11 16:12:59
12054938,2025-07-22,6,3,3,2026-01-11 16:12:59
12054938,2025-07-22,0,0,4,2026-01-11 16:12:59
12054938,2025-07-22,0,0,5,2026-01-11 16:12:59
12056532,2025-07-29,7,5,1,2026-01-11 16:12:59
12056532,2025-07-29,6,1,2,2026-01-11 16:12:59
12056532,2025-07-29,0,0,3,2026-01-11 16:12:59
12056532,2025-07-29,0,0,4,2026-01-11 16:12:59
12056532,2025-07-29,0,0,5,2026-01-11 16:12:59
12057449,2025-07-31,6,3,1,2026-01-11 16:12:59
12057449,2025-07-31,6.4,7.7,2,2026-01-11 16:12:59
12057449,2025-07-31,4,6,3,2026-01-11 16:12:59
12057449,2025-07-31,0,0,4,2026-01-11 16:12:59
12057449,2025-07-31,0,0,5,2026-01-11 16:12:59
12060229,2025-08-09,5,7,1,2026-01-11 16:12:59
12060229,2025-08-09,6,4,2,2026-01-11 16:12:59
12060229,2025-08-09,7.7,6.4,3,2026-01-11 16:12:59
12060229,2025-08-09,0,0,4,2026-01-11 16:12:59
12060229,2025-08-09,0,0,5,2026-01-11 16:12:59
12064180,2025-08-26,6.3,7.7,1,2026-01-11 16:12:59
12064180,2025-08-26,6,3,2,2026-01-11 16:12:59
12064180,2025-08-26,6,4,3,2026-01-11 16:12:59
12064180,2025-08-26,6,4,4,2026-01-11 16:12:59
12064180,2025-08-26,0,0,5,2026-01-11 16:12:59
12065496,2025-08-28,6,4,1,2026-01-11 16:12:59
12065496,2025-08-28,6,0,2,2026-01-11 16:12:59
12065496,2025-08-28,6,2,3,2026-01-11 16:12:59
12065496,2025-08-28,0,0,4,2026-01-11 16:12:59
12065496,2025-08-28,0,0,5,2026-01-11 16:12:59
12066134,2025-08-30,6,3,1,2026-01-11 16:12:59
12066134,2025-08-30,6,2,2,2026-01-11 16:12:59
12066134,2025-08-30,2,0,3,2026-01-11 16:12:59
12066134,2025-08-30,0,0,4,2026-01-11 16:12:59
12066134,2025-08-30,0,0,5,2026-01-11 16:12:59
12066433,2025-09-01,6,3,1,2026-01-11 16:12:59
12066433,2025-09-01,6,0,2,2026-01-11 16:12:59
12066433,2025-09-01,6,1,3,2026-01-11 16:12:59
12066433,2025-09-01,0,0,4,2026-01-11 16:12:59
12066433,2025-09-01,0,0,5,2026-01-11 16:12:59
12067270,2025-09-04,6,1,1,2026-01-11 16:12:59
12067270,2025-09-04,6,4,2,2026-01-11 16:12:59
12067270,2025-09-04,6,2,3,2026-01-11 16:12:59
12067270,2025-09-04,0,0,4,2026-01-11 16:12:59
12067270,2025-09-04,0,0,5,2026-01-11 16:12:59
12072463,2025-09-20,7,5,1,2026-01-11 16:12:59
12072463,2025-09-20,3,6,2,2026-01-11 16:12:59
12072463,2025-09-20,6,2,3,2026-01-11 16:12:59
12072463,2025-09-20,0,0,4,2026-01-11 16:12:59
12072463,2025-09-20,0,0,5,2026-01-11 16:12:59
12072784,2025-09-21,6,3,1,2026-01-11 16:12:59
12072784,2025-09-21,6,3,2,2026-01-11 16:12:59
12072784,2025-09-21,0,0,3,2026-01-11 16:12:59
12072784,2025-09-21,0,0,4,2026-01-11 16:12:59
12072784,2025-09-21,0,0,5,2026-01-11 16:12:59
12073008,2025-09-22,6,3,1,2026-01-11 16:12:59
12073008,2025-09-22,6,1,2,2026-01-11 16:12:59
12073008,2025-09-22,0,0,3,2026-01-11 16:12:59
12073008,2025-09-22,0,0,4,2026-01-11 16:12:59
12073008,2025-09-22,0,0,5,2026-01-11 16:12:59
12073104,2025-09-23,3,6,1,2026-01-11 16:12:59
12073104,2025-09-23,6,2,2,2026-01-11 16:12:59
12073104,2025-09-23,6.5,7.7,3,2026-01-11 16:12:59
12073104,2025-09-23,0,0,4,2026-01-11 16:12:59
12073104,2025-09-23,0,0,5,2026-01-11 16:12:59
12073608,2025-09-26,6.3,7.7,1,2026-01-11 16:12:59
12073608,2025-09-26,7.7,6.4,2,2026-01-11 16:12:59
12073608,2025-09-26,4,6,3,2026-01-11 16:12:59
12073608,2025-09-26,0,0,4,2026-01-11 16:12:59
12073608,2025-09-26,0,0,5,2026-01-11 16:12:59
12074704,2025-09-28,3,6,1,2026-01-11 16:12:59
12074704,2025-09-28,3,6,2,2026-01-11 16:12:59
12074704,2025-09-28,0,0,3,2026-01-11 16:12:59
12074704,2025-09-28,0,0,4,2026-01-11 16:12:59
12074704,2025-09-28,0,0,5,2026-01-11 16:12:59
12074954,2025-09-29,4,6,1,2026-01-11 16:12:59
12074954,2025-09-29,6,3,2,2026-01-11 16:12:59
12074954,2025-09-29,3,0,3,2026-01-11 16:12:59
12074954,2025-09-29,0,0,4,2026-01-11 16:12:59
12074954,2025-09-29,0,0,5,2026-01-11 16:12:59
12076256,2025-10-04,4,6,1,2026-01-11 16:12:59
12076256,2025-10-04,0,6,2,2026-01-11 16:12:59
12076256,2025-10-04,0,0,3,2026-01-11 16:12:59
12076256,2025-10-04,0,0,4,2026-01-11 16:12:59
12076256,2025-10-04,0,0,5,2026-01-11 16:12:59
12076631,2025-10-06,5,7,1,2026-01-11 16:12:59
12076631,2025-10-06,6.1,7.7,2,2026-01-11 16:12:59
12076631,2025-10-06,0,0,3,2026-01-11 16:12:59
12076631,2025-10-06,0,0,4,2026-01-11 16:12:59
12076631,2025-10-06,0,0,5,2026-01-11 16:12:59
12077021,2025-10-08,6,4,1,2026-01-11 16:12:59
12077021,2025-10-08,6,2,2,2026-01-11 16:12:59
12077021,2025-10-08,0,0,3,2026-01-11 16:12:59
12077021,2025-10-08,0,0,4,2026-01-11 16:12:59
12077021,2025-10-08,0,0,5,2026-01-11 16:12:59
12079470,2025-10-16,7.7,6.3,1,2026-01-11 16:12:59
12079470,2025-10-16,7,5,2,2026-01-11 16:12:59
12079470,2025-10-16,0,0,3,2026-01-11 16:12:59
12079470,2025-10-16,0,0,4,2026-01-11 16:12:59
12079470,2025-10-16,0,0,5,2026-01-11 16:12:59
12079817,2025-10-17,4,6,1,2026-01-11 16:12:59
12079817,2025-10-17,6.8,7.10,2,2026-01-11 16:12:59
12079817,2025-10-17,0,0,3,2026-01-11 16:12:59
12079817,2025-10-17,0,0,4,2026-01-11 16:12:59
12079817,2025-10-17,0,0,5,2026-01-11 16:12:59
12080073,2025-10-21,0,0,1,2026-01-11 16:12:59
12080073,2025-10-21,0,0,2,2026-01-11 16:12:59
12080073,2025-10-21,0,0,3,2026-01-11 16:12:59
12080073,2025-10-21,0,0,4,2026-01-11 16:12:59
12080073,2025-10-21,0,0,5,2026-01-11 16:12:59
12081205,2025-10-21,4,6,1,2026-01-11 16:12:59
12081205,2025-10-21,3,6,2,2026-01-11 16:12:59
12081205,2025-10-21,0,0,3,2026-01-11 16:12:59
12081205,2025-10-21,0,0,4,2026-01-11 16:12:59
12081205,2025-10-21,0,0,5,2026-01-11 16:12:59
12081212,2025-10-23,3,6,1,2026-01-11 16:12:59
12081212,2025-10-23,4,6,2,2026-01-11 16:12:59
12081212,2025-10-23,0,0,3,2026-01-11 16:12:59
12081212,2025-10-23,0,0,4,2026-01-11 16:12:59
12081212,2025-10-23,0,0,5,2026-01-11 16:12:59
12082102,2025-10-24,3,6,1,2026-01-11 16:12:59
12082102,2025-10-24,4,6,2,2026-01-11 16:12:59
12082102,2025-10-24,0,0,3,2026-01-11 16:12:59
12082102,2025-10-24,0,0,4,2026-01-11 16:12:59
12082102,2025-10-24,0,0,5,2026-01-11 16:12:59
12082315,2025-10-25,4,6,1,2026-01-11 16:12:59
12082315,2025-10-25,5,7,2,2026-01-11 16:12:59
12082855,2025-10-29,6,3,1,2026-01-11 16:12:59
12082855,2025-10-29,3,6,2,2026-01-11 16:12:59
12082855,2025-10-29,1,6,3,2026-01-11 16:12:59
12084969,2025-11-05,6,4,1,2026-01-11 16:12:59
12084969,2025-11-05,6.5,7.7,2,2026-01-11 16:12:59
12084969,2025-11-05,4,6,3,2026-01-11 16:12:59
12085903,2025-11-06,2,6,1,2026-01-11 16:12:59
12085903,2025-11-06,4,6,2,2026-01-11 16:12:59
12086123,2025-11-07,0,6,1,2026-01-11 16:12:59
12086123,2025-11-07,7,5,2,2026-01-11 16:12:59
12086123,2025-11-07,5,7,3,2026-01-11 16:12:59
12086263,2025-11-08,4,6,1,2026-01-11 16:12:59
12086263,2025-11-08,6,3,2,2026-01-11 16:12:59
12086263,2025-11-08,7,5,3,2026-01-11 16:12:59
12086486,2025-11-10,3,6,1,2026-01-11 16:12:59
12086486,2025-11-10,4,6,2,2026-01-11 16:12:59
12086497,2025-11-13,6,4,1,2026-01-11 16:12:59
12086497,2025-11-13,6,1,2,2026-01-11 16:12:59
12086498,2025-11-11,7,5,1,2026-01-11 16:12:59
12086498,2025-11-11,3,6,2,2026-01-11 16:12:59
12086498,2025-11-11,7,5,3,2026-01-11 16:12:59
12094945,2026-01-07,6,7,1,2026-01-11 16:12:59
12094945,2026-01-07,6,2,2,2026-01-11 16:12:59
12094945,2026-01-07,6,4,3,2026-01-11 16:12:59
12095252,2026-01-09,6,4,1,2026-01-11 16:12:59
12095252,2026-01-09,6,4,2,2026-01-11 16:12:59
12095521,2026-01-10,6,7,1,2026-01-11 16:12:59
12095521,2026-01-10,7,5,2,2026-01-11 16:12:59
12095521,2026-01-10,6,4,3,2026-01-11 16:12:59
12095683,2026-01-11,6.2,7.7,1,2026-01-11 16:12:59
12095683,2026-01-11,3,6,2,2026-01-11 16:12:59
