event_key,event_date,score_first,score_second,score_set,download_time
12025251,2025-04-05,6,3,2,2026-01-11 16:03:57
12025251,2025-04-05,5,7,3,2026-01-11 16:03:57
12025251,2025-04-05,0,0,4,2026-01-11 16:03:57
12025251,2025-04-05,0,0,5,2026-01-11 16:03:57
12025381,2025-04-06,7.7,6.3,1,2026-01-11 16:03:57
12025381,2025-04-06,6,3,2,2026-01-11 16:03:57
12025381,2025-04-06,0,0,3,2026-01-11 16:03:57
12025381,2025-04-06,0,0,4,2026-01-11 16:03:57
12025381,2025-04-06,0,0,5,2026-01-11 16:03:57
12025524,2025-04-07,6.5,7.7,1,2026-01-11 16:03:57
12025524,2025-04-07,3,6,2,2026-01-11 16:03:57
12025524,2025-04-07,0,0,3,2026-01-11 16:03:57
12025524,2025-04-07,0,0,4,2026-01-11 16:03:57
12025524,2025-04-07,0,0,5,2026-01-11 16:03:57
12025760,2025-04-09,7,5,1,2026-01-11 16:03:57
12025760,2025-04-09,5,7,2,2026-01-11 16:03:57
12025760,2025-04-09,6,2,3,2026-01-11 16:03:57
12025760,2025-04-09,0,0,4,2026-01-11 16:03:57
12025760,2025-04-09,0,0,5,2026-01-11 16:03:57
12026290,2025-04-10,3,6,1,2026-01-11 16:03:57
12026290,2025-04-10,1,6,2,2026-01-11 16:03:57
12026290,2025-04-10,0,0,3,2026-01-11 16:03:57
12026290,2025-04-10,0,0,4,2026-01-11 16:03:57
12026290,2025-04-10,0,0,5,2026-01-11 16:03:57
12026842,2025-04-14,0,0,1,2026-01-11 16:03:57
12026842,2025-04-14,0,0,2,2026-01-11 16:03:57
12026842,2025-04-14,0,0,3,2026-01-11 16:03:57
12026842,2025-04-14,0,0,4,2026-01-11 16:03:57
12026842,2025-04-14,0,0,5,2026-01-11 16:03:57
12027111,2025-04-14,6.5,7.7,1,2026-01-11 16:03:57
12027111,2025-04-14,6.5,7.7,2,2026-01-11 16:03:57
12027111,2025-04-14,0,0,3,2026-01-11 16:03:57
12027111,2025-04-14,0,0,4,2026-01-11 16:03:57
12027111,2025-04-14,0,0,5,2026-01-11 16:03:57
12027336,2025-04-16,6,3,1,2026-01-11 16:03:57
12027336,2025-04-16,6,2,2,2026-01-11 16:03:57
12027336,2025-04-16,0,0,3,2026-01-11 16:03:57
12027336,2025-04-16,0,0,4,2026-01-11 16:03:57
12027336,2025-04-16,0,0,5,2026-01-11 16:03:57
12028383,2025-04-21,7.12,6.10,1,2026-01-11 16:03:57
12028383,2025-04-21,6,4,2,2026-01-11 16:03:57
12028383,2025-04-21,0,0,3,2026-01-11 16:03:57
12028383,2025-04-21,0,0,4,2026-01-11 16:03:57
12028383,2025-04-21,0,0,5,2026-01-11 16:03:57
12028587,2025-04-22,7.7,6.3,1,2026-01-11 16:03:57
12028587,2025-04-22,3,6,2,2026-01-11 16:03:57
12028587,2025-04-22,6,1,3,2026-01-11 16:03:57
12028587,2025-04-22,0,0,4,2026-01-11 16:03:57
12028587,2025-04-22,0,0,5,2026-01-11 16:03:57
12029151,2025-04-24,3,6,1,2026-01-11 16:03:57
12029151,2025-04-24,2,6,2,2026-01-11 16:03:57
12029151,2025-04-24,0,0,3,2026-01-11 16:03:57
12029151,2025-04-24,0,0,4,2026-01-11 16:03:57
12029151,2025-04-24,0,0,5,2026-01-11 16:03:57
12031868,2025-05-07,1,6,1,2026-01-11 16:03:57
12031868,2025-05-07,5,7,2,2026-01-11 16:03:57
12031868,2025-05-07,0,0,3,2026-01-11 16:03:57
12031868,2025-05-07,0,0,4,2026-01-11 16:03:57
12031868,2025-05-07,0,0,5,2026-01-11 16:03:57
12033967,2025-05-14,3,6,1,2026-01-11 16:03:57
12033967,2025-05-14,4,6,2,2026-01-11 16:03:57
12033967,2025-05-14,0,0,3,2026-01-11 16:03:57
12033967,2025-05-14,0,0,4,2026-01-11 16:03:57
12033967,2025-05-14,0,0,5,2026-01-11 16:03:57
12034314,2025-05-15,3,6,1,2026-01-11 16:03:57
12034314,2025-05-15,2,6,2,2026-01-11 16:03:57
12034314,2025-05-15,0,0,3,2026-01-11 16:03:57
12034314,2025-05-15,0,0,4,2026-01-11 16:03:57
12034314,2025-05-15,0,0,5,2026-01-11 16:03:57
12034660,2025-05-16,3,6,1,2026-01-11 16:03:57
12034660,2025-05-16,5,7,2,2026-01-11 16:03:57
12034660,2025-05-16,0,0,3,2026-01-11 16:03:57
12034660,2025-05-16,0,0,4,2026-01-11 16:03:57
12034660,2025-05-16,0,0,5,2026-01-11 16:03:57
12034967,2025-05-17,2,6,1,2026-01-11 16:03:57
12034967,2025-05-17,4,6,2,2026-01-11 16:03:57
12034967,2025-05-17,0,0,3,2026-01-11 16:03:57
12034967,2025-05-17,0,0,4,2026-01-11 16:03:57
12034967,2025-05-17,0,0,5,2026-01-11 16:03:57
12035101,2025-05-20,3,6,1,2026-01-11 16:03:57
12035101,2025-05-20,3,6,2,2026-01-11 16:03:57
12035101,2025-05-20,0,0,3,2026-01-11 16:03:57
12035101,2025-05-20,0,0,4,2026-01-11 16:03:57
12035101,2025-05-20,0,0,5,2026-01-11 16:03:57
12036723,2025-05-26,7,5,1,2026-01-11 16:03:57
12036723,2025-05-26,3,6,2,2026-01-11 16:03:57
12036723,2025-05-26,6,3,3,2026-01-11 16:03:57
12036723,2025-05-26,6,1,4,2026-01-11 16:03:57
12036723,2025-05-26,0,0,5,2026-01-11 16:03:57
12037465,2025-05-28,2,6,1,2026-01-11 16:03:57
12037465,2025-05-28,6,4,2,2026-01-11 16:03:57
12037465,2025-05-28,3,6,3,2026-01-11 16:03:57
12037465,2025-05-28,5,7,4,2026-01-11 16:03:57
12037465,2025-05-28,0,0,5,2026-01-11 16:03:57
12038365,2025-05-30,6,4,1,2026-01-11 16:03:57
12038365,2025-05-30,3,6,2,2026-01-11 16:03:57
12038365,2025-05-30,3,6,3,2026-01-11 16:03:57
12038365,2025-05-30,2,6,4,2026-01-11 16:03:57
12038365,2025-05-30,0,0,5,2026-01-11 16:03:57
12038783,2025-06-01,6,3,1,2026-01-11 16:03:57
12038783,2025-06-01,6,4,2,2026-01-11 16:03:57
12038783,2025-06-01,7.7,6.4,3,2026-01-11 16:03:57
12038783,2025-06-01,0,0,4,2026-01-11 16:03:57
12038783,2025-06-01,0,0,5,2026-01-11 16:03:57
12043499,2025-06-16,3,6,1,2026-01-11 16:03:57
12043499,2025-06-16,3,6,2,2026-01-11 16:03:57
12043499,2025-06-16,0,0,3,2026-01-11 16:03:57
12043499,2025-06-16,0,0,4,2026-01-11 16:03:57
12043499,2025-06-16,0,0,5,2026-01-11 16:03:57
12045887,2025-06-22,3,6,1,2026-01-11 16:03:57
12045887,2025-06-22,6,3,2,2026-01-11 16:03:57
12045887,2025-06-22,3,6,3,2026-01-11 16:03:57
12045887,2025-06-22,0,0,4,2026-01-11 16:03:57
12045887,2025-06-22,0,0,5,2026-01-11 16:03:57
12046476,2025-06-25,7.7,6.3,1,2026-01-11 16:03:57
12046476,2025-06-25,7.7,6.3,2,2026-01-11 16:03:57
12046476,2025-06-25,0,0,3,2026-01-11 16:03:57
12046476,2025-06-25,0,0,4,2026-01-11 16:03:57
12046476,2025-06-25,0,0,5,2026-01-11 16:03:57
12047732,2025-06-30,6,1,1,2026-01-11 16:03:57
12047732,2025-06-30,6,2,2,2026-01-11 16:03:57
12047732,2025-06-30,6,4,3,2026-01-11 16:03:57
12047732,2025-06-30,0,0,4,2026-01-11 16:03:57
12047732,2025-06-30,0,0,5,2026-01-11 16:03:57
12052307,2025-07-16,6,4,1,2026-01-11 16:03:57
12052307,2025-07-16,6,3,2,2026-01-11 16:03:57
12052307,2025-07-16,0,0,3,2026-01-11 16:03:57
12052307,2025-07-16,0,0,4,2026-01-11 16:03:57
12052307,2025-07-16,0,0,5,2026-01-11 16:03:57
12053460,2025-07-17,3,6,1,2026-01-11 16:03:57
12053460,2025-07-17,4,6,2,2026-01-11 16:03:57
12053460,2025-07-17,0,0,3,2026-01-11 16:03:57
12053460,2025-07-17,0,0,4,2026-01-11 16:03:57
12053460,2025-07-17,0,0,5,2026-01-11 16:03:57
12054496,2025-07-21,4,6,1,2026-01-11 16:03:57
12054496,2025-07-21,6,2,2,2026-01-11 16:03:57
12054496,2025-07-21,7.7,6.2,3,2026-01-11 16:03:57
12054496,2025-07-21,0,0,4,2026-01-11 16:03:57
12054496,2025-07-21,0,0,5,2026-01-11 16:03:57
12056434,2025-07-28,3,6,1,2026-01-11 16:03:57
12056434,2025-07-28,6,1,2,2026-01-11 16:03:57
12056434,2025-07-28,6,4,3,2026-01-11 16:03:57
12056434,2025-07-28,0,0,4,2026-01-11 16:03:57
12056434,2025-07-28,0,0,5,2026-01-11 16:03:57
12059523,2025-08-08,6.5,7.7,1,2026-01-11 16:03:57
12059523,2025-08-08,6.1,7.7,2,2026-01-11 16:03:57
12059523,2025-08-08,0,0,3,2026-01-11 16:03:57
12059523,2025-08-08,0,0,4,2026-01-11 16:03:57
12059523,2025-08-08,0,0,5,2026-01-11 16:03:57
12061801,2025-08-15,6,1,1,2026-01-11 16:03:57
12061801,2025-08-15,3,6,2,2026-01-11 16:03:57
12061801,2025-08-15,6,1,3,2026-01-11 16:03:57
12061801,2025-08-15,0,0,4,2026-01-11 16:03:57
12061801,2025-08-15,0,0,5,2026-01-11 16:03:57
12062304,2025-08-16,6,3,1,2026-01-11 16:03:57
12062304,2025-08-16,2,6,2,2026-01-11 16:03:57
12062304,2025-08-16,3,6,3,2026-01-11 16:03:57
12062304,2025-08-16,0,0,4,2026-01-11 16:03:57
12062304,2025-08-16,0,0,5,2026-01-11 16:03:57
12064153,2025-08-26,7,5,1,2026-01-11 16:03:57
12064153,2025-08-26,6.3,7.7,2,2026-01-11 16:03:57
12064153,2025-08-26,7.9,6.7,3,2026-01-11 16:03:57
12064153,2025-08-26,6.5,7.7,4,2026-01-11 16:03:57
12064153,2025-08-26,6,4,5,2026-01-11 16:03:57
12065509,2025-08-29,6.5,7.7,1,2026-01-11 16:03:57
12065509,2025-08-29,6,1,2,2026-01-11 16:03:57
12065509,2025-08-29,6,4,3,2026-01-11 16:03:57
12065509,2025-08-29,3,6,4,2026-01-11 16:03:57
12065509,2025-08-29,5,7,5,2026-01-11 16:03:57
12066143,2025-08-30,7.9,6.7,1,2026-01-11 16:03:57
12066143,2025-08-30,3,6,2,2026-01-11 16:03:57
12066143,2025-08-30,4,6,3,2026-01-11 16:03:57
12066143,2025-08-30,0,2,4,2026-01-11 16:03:57
12066143,2025-08-30,0,0,5,2026-01-11 16:03:57
12073113,2025-09-24,7,5,1,2026-01-11 16:03:57
12073113,2025-09-24,6,3,2,2026-01-11 16:03:57
12073113,2025-09-24,0,0,3,2026-01-11 16:03:57
12073113,2025-09-24,0,0,4,2026-01-11 16:03:57
12073113,2025-09-24,0,0,5,2026-01-11 16:03:57
12074381,2025-09-26,6,4,1,2026-01-11 16:03:57
12074381,2025-09-26,6,2,2,2026-01-11 16:03:57
12074381,2025-09-26,0,0,3,2026-01-11 16:03:57
12074381,2025-09-26,0,0,4,2026-01-11 16:03:57
12074381,2025-09-26,0,0,5,2026-01-11 16:03:57
12075622,2025-10-01,3,6,1,2026-01-11 16:03:57
12075622,2025-10-01,4,6,2,2026-01-11 16:03:57
12075622,2025-10-01,0,0,3,2026-01-11 16:03:57
12075622,2025-10-01,0,0,4,2026-01-11 16:03:57
12075622,2025-10-01,0,0,5,2026-01-11 16:03:57
12075940,2025-10-04,3,6,1,2026-01-11 16:03:57
12075940,2025-10-04,3,6,2,2026-01-11 16:03:57
12075940,2025-10-04,0,0,3,2026-01-11 16:03:57
12075940,2025-10-04,0,0,4,2026-01-11 16:03:57
12075940,2025-10-04,0,0,5,2026-01-11 16:03:57
12078741,2025-10-14,4,6,1,2026-01-11 16:03:57
12078741,2025-10-14,7.12,6.10,2,2026-01-11 16:03:57
12078741,2025-10-14,3,6,3,2026-01-11 16:03:57
12078741,2025-10-14,0,0,4,2026-01-11 16:03:57
12078741,2025-10-14,0,0,5,2026-01-11 16:03:57
12080071,2025-10-22,6,0,1,2026-01-11 16:03:57
12080071,2025-10-22,6,2,2,2026-01-11 16:03:57
12080071,2025-10-22,0,0,3,2026-01-11 16:03:57
12080071,2025-10-22,0,0,4,2026-01-11 16:03:57
12080071,2025-10-22,0,0,5,2026-01-11 16:03:57
12082281,2025-10-27,6,2,1,2026-01-11 16:03:57
12082281,2025-10-27,7.7,6.5,2,2026-01-11 16:03:57
12082794,2025-10-29,6,3,1,2026-01-11 16:03:57
12082794,2025-10-29,7,5,2,2026-01-11 16:03:57
12083883,2025-10-30,3,6,1,2026-01-11 16:03:57
12083883,2025-10-30,6,3,2,2026-01-11 16:03:57
12083883,2025-10-30,6,2,3,2026-01-11 16:03:57
12084591,2025-11-04,6,4,1,2026-01-11 16:03:57
12084591,2025-11-04,6,4,2,2026-01-11 16:03:57
12085364,2025-11-05,6,4,1,2026-01-11 16:03:57
12085364,2025-11-05,0,6,2,2026-01-11 16:03:57
12085732,2025-11-06,6,4,1,2026-01-11 16:03:57
12085732,2025-11-06,7.8,6.6,2,2026-01-11 16:03:57
12094597,2026-01-05,0,0,1,2026-01-11 16:03:57
12094653,2026-01-05,7,6,1,2026-01-11 16:03:57
12094653,2026-01-05,6,0,2,2026-01-11 16:03:57
