event_key,event_date,set_number,number_game,player_served,serve_winner,serve_lost,game_score,number_point,point_score,break_point,set_point,match_point,download_time
12006802,2025-01-14,Set 3,11,Second Player,Second Player,,5 - 6,2,0 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,11,Second Player,Second Player,,5 - 6,3,15 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,11,Second Player,Second Player,,5 - 6,4,15 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,12,First Player,First Player,,6 - 6,1,0 - 15,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,12,First Player,First Player,,6 - 6,2,0 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,12,First Player,First Player,,6 - 6,3,15 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,12,First Player,First Player,,6 - 6,4,30 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,12,First Player,First Player,,6 - 6,5,40 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 3,13,Second Player,Second Player,First Player,6 - 7,1, - ,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,1,First Player,First Player,,1 - 0,1,15 - 0,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,1,First Player,First Player,,1 - 0,2,30 - 0,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,1,First Player,First Player,,1 - 0,3,40 - 0,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,1,0 - 15,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,2,0 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,3,0 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,4,15 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,5,30 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,6,40 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,7,A - 40,First Play,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,8,40 - 40,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,2,Second Player,First Player,Second Player,2 - 0,9,A - 40,First Play,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,1,0 - 15,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,2,0 - 30,,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,3,0 - 40,First Play,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,4,15 - 40,First Play,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,5,30 - 40,First Play,,,2026-01-11 16:12:59
12006802,2025-01-14,Set 4,3,First Player,Second Player,First Player,2 - 1,6,40 - 40,,,,2026-01-11 16:12:59
