results_for_player_key,event_key,event_date,event_time,event_first_player,first_player_key,event_second_player,second_player_key,event_final_result,event_game_result,event_serve,event_winner,event_status,event_type_type,tournament_name,tournament_key,tournament_round,tournament_season,event_live,event_qualification,event_first_player_logo,event_second_player_logo,download_time
1099,12006807,2025-01-14,06:00,F. Comesana,2084,D. Altmaier,1099,2 - 3,-,,Second Player,Finished,Atp Singles,Australian Open,1236,Australian Open - 1/64-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2084_f-comesana.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12007627,2025-01-16,02:45,D. Altmaier,1099,G. Monfils,2845,0 - 3,-,,Second Player,Finished,Atp Singles,Australian Open,1236,Australian Open - 1/32-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/2845_g-monfils.jpg,2026-01-11 16:03:57
1099,12009661,2025-01-27,16:40,Y. Bu,796,D. Altmaier,1099,2 - 0,-,,First Player,Finished,Atp Singles,Montpellier,1844,Montpellier - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/796_b-yunchaokete.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12011000,2025-02-01,12:25,D. Altmaier,1099,C. Sanchez Jover,584,2 - 0,-,,First Player,Finished,Atp Singles,Rotterdam,1855,Rotterdam - Semi-finals,2025,0,True,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/584_c-sanchez-jover.jpg,2026-01-11 16:03:57
1099,12011168,2025-02-02,11:10,D. Altmaier,1099,C. Lestienne,1755,0 - 2,-,,Second Player,Finished,Atp Singles,Rotterdam,1855,Rotterdam - Final,2025,0,True,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/1755_c-lestienne.jpg,2026-01-11 16:03:57
1099,12011915,2025-02-05,11:10,A. Kovacevic,2978,D. Altmaier,1099,1 - 2,-,,Second Player,Finished,Atp Singles,Rotterdam,1855,Rotterdam - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12011921,2025-02-06,12:30,A. Fils,1759,D. Altmaier,1099,1 - 2,-,,Second Player,Finished,Atp Singles,Rotterdam,1855,Rotterdam - 1/8-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1759_a-fils.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12012143,2025-02-07,13:10,D. Altmaier,1099,A. De Minaur,1106,0 - 2,-,,Second Player,Finished,Atp Singles,Rotterdam,1855,Rotterdam - Quarter-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/1106_a-de-minaur.jpg,2026-01-11 16:03:57
1099,12012474,2025-02-11,11:35,L. Nardi,386,D. Altmaier,1099,0 - 2,-,,Second Player,Finished,Atp Singles,Marseille,1867,Marseille - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/386_l-nardi.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12013062,2025-02-12,16:35,D. Altmaier,1099,O. Virtanen,767,2 - 0,-,,First Player,Finished,Atp Singles,Marseille,1867,Marseille - 1/8-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/767_o-virtanen.jpg,2026-01-11 16:03:57
1099,12013434,2025-02-14,19:50,H. Medjedovic,2677,D. Altmaier,1099,2 - 1,-,,First Player,Finished,Atp Singles,Marseille,1867,Marseille - Quarter-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/2677_h-medjedovic.jpg,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,2026-01-11 16:03:57
1099,12015378,2025-02-25,01:40,D. Altmaier,1099,M. Kecmanovic,2848,2 - 1,-,,First Player,Finished,Atp Singles,Acapulco,2131,Acapulco - 1/16-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/2848_m-kecmanovic.jpg,2026-01-11 16:03:57
1099,12015883,2025-02-27,01:10,D. Altmaier,1099,T. Machac,2981,0 - 2,-,,Second Player,Finished,Atp Singles,Acapulco,2131,Acapulco - 1/8-finals,2025,0,False,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2026-01-11 16:03:57
1099,12016960,2025-03-03,19:15,D. Altmaier,1099,C. Garin,2071,0 - 2,-,,Second Player,Finished,Atp Singles,Indian Wells,1903,Indian Wells - Semi-finals,2025,0,True,https://api.api-tennis.com/logo-tennis/1099_d-altmaier.jpg,https://api.api-tennis.com/logo-tennis/2071_c-garin.jpg,2026-01-11 16:03:57
